;nomen;nojour;nomjour;tyrep;temrep;duree;lieu;avecqui
26562;112744;4;mercredi;1;0;5.0;1.0;1.0
26563;112744;4;mercredi;2;1;;;
26564;112744;4;mercredi;3;0;15.0;1.0;1.0
26565;112744;4;mercredi;4;0;;;
26566;112744;4;mercredi;5;0;20.0;1.0;2.0
26567;112744;4;mercredi;6;1;;;
26604;112754;4;lundi;1;0;30.0;1.0;1.0
26605;112754;4;lundi;2;0;;;
26606;112754;4;lundi;3;0;30.0;6.0;1.0
26607;112754;4;lundi;4;0;;;
26608;112754;4;lundi;5;0;30.0;1.0;1.0
26609;112754;4;lundi;6;1;;;
26646;112755;4;samedi;1;0;15.0;1.0;1.0
26647;112755;4;samedi;2;0;;;
26648;112755;4;samedi;3;0;60.0;1.0;2.0
26649;112755;4;samedi;4;0;;;
26650;112755;4;samedi;5;0;30.0;1.0;2.0
26651;112755;4;samedi;6;0;;;
26688;112756;4;vendredi;1;0;15.0;1.0;2.0
26689;112756;4;vendredi;2;1;;;
26690;112756;4;vendredi;3;0;60.0;1.0;9.0
26691;112756;4;vendredi;4;1;;;
26692;112756;4;vendredi;5;0;60.0;1.0;2.0
26693;112756;4;vendredi;6;1;;;
26730;112760;4;lundi;1;0;;1.0;1.0
26731;112760;4;lundi;2;0;;;
26732;112760;4;lundi;3;0;45.0;1.0;1.0
26733;112760;4;lundi;4;1;;;
26734;112760;4;lundi;5;0;30.0;1.0;1.0
26735;112760;4;lundi;6;0;;;
26772;112761;4;samedi;1;0;10.0;1.0;1.0
26773;112761;4;samedi;2;1;;;
26774;112761;4;samedi;3;0;50.0;1.0;1.0
26775;112761;4;samedi;4;1;;;
26776;112761;4;samedi;5;0;20.0;1.0;1.0
26777;112761;4;samedi;6;0;;;
26814;112762;4;dimanche;1;0;15.0;3.0;4.0
26815;112762;4;dimanche;2;1;;;
26816;112762;4;dimanche;3;0;30.0;6.0;4.0
26817;112762;4;dimanche;4;0;;;
26818;112762;4;dimanche;5;0;40.0;3.0;2.0
26819;112762;4;dimanche;6;1;;;
26856;112764;4;samedi;1;0;30.0;1.0;1.0
26857;112764;4;samedi;2;1;;;
26858;112764;4;samedi;3;0;30.0;1.0;2.0
26859;112764;4;samedi;4;0;;;
26860;112764;4;samedi;5;0;30.0;1.0;2.0
26861;112764;4;samedi;6;1;;;
26898;112765;4;mercredi;1;0;10.0;1.0;2.0
