;nomen;nojour;nomjour;tyrep;temrep;duree;lieu;avecqui
26544;112744;1;dimanche;1;0;5.0;1.0;1.0
26545;112744;1;dimanche;2;1;;;
26546;112744;1;dimanche;3;0;30.0;1.0;2.0
26547;112744;1;dimanche;4;0;;;
26548;112744;1;dimanche;5;0;30.0;1.0;2.0
26549;112744;1;dimanche;6;1;;;
26586;112754;1;vendredi;1;0;15.0;1.0;1.0
26587;112754;1;vendredi;2;1;;;
26588;112754;1;vendredi;3;0;30.0;1.0;2.0
26589;112754;1;vendredi;4;1;;;
26590;112754;1;vendredi;5;0;25.0;1.0;2.0
26591;112754;1;vendredi;6;0;;;
26628;112755;1;mercredi;1;0;15.0;1.0;1.0
26629;112755;1;mercredi;2;0;;;
26630;112755;1;mercredi;3;0;30.0;1.0;2.0
26631;112755;1;mercredi;4;0;;;
26632;112755;1;mercredi;5;0;60.0;1.0;2.0
26633;112755;1;mercredi;6;0;;;
26670;112756;1;mardi;1;0;15.0;1.0;2.0
26671;112756;1;mardi;2;1;;;
26672;112756;1;mardi;3;0;60.0;1.0;2.0
26673;112756;1;mardi;4;1;;;
26674;112756;1;mardi;5;0;60.0;1.0;2.0
26675;112756;1;mardi;6;1;;;
26712;112760;1;vendredi;1;0;30.0;1.0;1.0
26713;112760;1;vendredi;2;0;;;
26714;112760;1;vendredi;3;0;45.0;1.0;1.0
26715;112760;1;vendredi;4;1;;;
26716;112760;1;vendredi;5;0;45.0;1.0;1.0
26717;112760;1;vendredi;6;0;;;
26754;112761;1;mercredi;1;0;10.0;1.0;1.0
26755;112761;1;mercredi;2;1;;;
26756;112761;1;mercredi;3;0;45.0;1.0;1.0
26757;112761;1;mercredi;4;1;;;
26758;112761;1;mercredi;5;0;35.0;1.0;1.0
26759;112761;1;mercredi;6;0;;;
26796;112762;1;jeudi;1;0;10.0;1.0;1.0
26797;112762;1;jeudi;2;0;;;
26798;112762;1;jeudi;3;0;20.0;6.0;3.0
26799;112762;1;jeudi;4;0;;;
26800;112762;1;jeudi;5;0;30.0;1.0;2.0
26801;112762;1;jeudi;6;1;;;
26838;112764;1;mercredi;1;0;30.0;1.0;1.0
26839;112764;1;mercredi;2;1;;;
26840;112764;1;mercredi;3;0;30.0;1.0;2.0
26841;112764;1;mercredi;4;1;;;
26842;112764;1;mercredi;5;0;30.0;1.0;2.0
26843;112764;1;mercredi;6;1;;;
26880;112765;1;dimanche;1;0;10.0;1.0;2.0
26881;112765;1;dimanche;2;1;;;
26882;112765;1;dimanche;3;0;70.0;1.0;2.0
26883;112765;1;dimanche;4;1;;;
26884;112765;1;dimanche;5;0;40.0;1.0;2.0
26885;112765;1;dimanche;6;1;;;
26922;112767;1;lundi;1;0;15.0;1.0;1.0
26923;112767;1;lundi;2;0;;;
26924;112767;1;lundi;3;0;60.0;1.0;2.0
26925;112767;1;lundi;4;0;;;
26926;112767;1;lundi;5;0;75.0;1.0;2.0
26927;112767;1;lundi;6;1;;;
26964;112768;1;mardi;1;0;15.0;1.0;1.0
26965;112768;1;mardi;2;0;;;
26966;112768;1;mardi;3;0;20.0;1.0;1.0
26967;112768;1;mardi;4;0;;;
26968;112768;1;mardi;5;0;60.0;3.0;2.0
26969;112768;1;mardi;6;1;;;
27006;112773;1;dimanche;1;0;15.0;1.0;2.0
27007;112773;1;dimanche;2;1;;;
27008;112773;1;dimanche;3;0;90.0;3.0;2.0
27009;112773;1;dimanche;4;1;;;
27010;112773;1;dimanche;5;0;45.0;3.0;2.0
27011;112773;1;dimanche;6;1;;;
27048;112776;1;mercredi;1;0;15.0;1.0;1.0
27049;112776;1;mercredi;2;1;;;
27050;112776;1;mercredi;3;0;30.0;1.0;2.0
27051;112776;1;mercredi;4;1;;;
27052;112776;1;mercredi;5;0;30.0;1.0;2.0
27053;112776;1;mercredi;6;0;;;
27090;112777;1;jeudi;1;0;10.0;1.0;1.0
27091;112777;1;jeudi;2;1;;;
27092;112777;1;jeudi;3;0;40.0;1.0;2.0
27093;112777;1;jeudi;4;0;;;
27094;112777;1;jeudi;5;0;30.0;1.0;2.0
27095;112777;1;jeudi;6;1;;;
27132;112778;1;mardi;1;0;10.0;1.0;1.0
27133;112778;1;mardi;2;0;;;
27134;112778;1;mardi;3;0;30.0;1.0;1.0
27135;112778;1;mardi;4;0;;;
27136;112778;1;mardi;5;0;30.0;1.0;2.0
27137;112778;1;mardi;6;1;;;
27174;112782;1;lundi;1;0;30.0;1.0;1.0
27175;112782;1;lundi;2;0;;;
27176;112782;1;lundi;3;0;60.0;1.0;1.0
27177;112782;1;lundi;4;0;;;
27178;112782;1;lundi;5;0;60.0;1.0;1.0
27179;112782;1;lundi;6;0;;;
27216;112786;1;dimanche;1;0;25.0;1.0;2.0
27217;112786;1;dimanche;2;0;;;
27218;112786;1;dimanche;3;0;45.0;1.0;2.0
27219;112786;1;dimanche;4;0;;;
27220;112786;1;dimanche;5;0;30.0;0.0;2.0
27221;112786;1;dimanche;6;0;;;
27258;112787;1;samedi;1;0;15.0;1.0;1.0
27259;112787;1;samedi;2;0;;;
27260;112787;1;samedi;3;0;50.0;1.0;2.0
27261;112787;1;samedi;4;0;;;
27262;112787;1;samedi;5;0;45.0;1.0;2.0
27263;112787;1;samedi;6;1;;;
27300;112799;1;samedi;1;0;10.0;1.0;1.0
27301;112799;1;samedi;2;1;;;
27302;112799;1;samedi;3;0;55.0;1.0;2.0
27303;112799;1;samedi;4;0;;;
27304;112799;1;samedi;5;0;15.0;1.0;1.0
27305;112799;1;samedi;6;0;;;
27342;112815;1;lundi;1;0;30.0;6.0;3.0
27343;112815;1;lundi;2;0;;;
27344;112815;1;lundi;3;0;30.0;1.0;2.0
27345;112815;1;lundi;4;0;;;
27346;112815;1;lundi;5;0;30.0;1.0;2.0
27347;112815;1;lundi;6;1;;;
27384;112820;1;mardi;1;0;15.0;1.0;2.0
27385;112820;1;mardi;2;1;;;
27386;112820;1;mardi;3;0;30.0;1.0;2.0
27387;112820;1;mardi;4;1;;;
27388;112820;1;mardi;5;0;25.0;1.0;2.0
27389;112820;1;mardi;6;1;;;
27426;112827;1;vendredi;1;0;30.0;1.0;2.0
27427;112827;1;vendredi;2;0;;;
27428;112827;1;vendredi;3;0;60.0;1.0;2.0
27429;112827;1;vendredi;4;0;;;
27430;112827;1;vendredi;5;0;30.0;1.0;2.0
27431;112827;1;vendredi;6;1;;;
27468;112828;1;vendredi;1;0;15.0;1.0;1.0
27469;112828;1;vendredi;2;0;;;
27470;112828;1;vendredi;3;0;20.0;2.0;4.0
27471;112828;1;vendredi;4;0;;;
27472;112828;1;vendredi;5;0;30.0;1.0;2.0
27473;112828;1;vendredi;6;1;;;
27510;112830;1;samedi;1;0;45.0;1.0;2.0
27511;112830;1;samedi;2;0;;;
27512;112830;1;samedi;3;0;80.0;3.0;2.0
27513;112830;1;samedi;4;0;;;
