;nomen;nojour;nomjour;tyrep;temrep;duree;lieu;avecqui
14130;111755;4;vendredi;1;0;20.0;1.0;2.0
14131;111755;4;vendredi;2;1;;;
14132;111755;4;vendredi;3;0;15.0;1.0;2.0
14133;111755;4;vendredi;4;0;;;
14134;111755;4;vendredi;5;0;30.0;1.0;2.0
14135;111755;4;vendredi;6;1;;;
14172;111759;4;dimanche;1;0;15.0;1.0;1.0
14173;111759;4;dimanche;2;0;;;
14174;111759;4;dimanche;3;0;35.0;1.0;1.0
14175;111759;4;dimanche;4;0;;;
14176;111759;4;dimanche;5;0;20.0;1.0;1.0
14177;111759;4;dimanche;6;0;;;
14214;111760;4;samedi;1;0;10.0;1.0;2.0
14215;111760;4;samedi;2;0;;;
14216;111760;4;samedi;3;0;35.0;1.0;2.0
14217;111760;4;samedi;4;0;;;
14218;111760;4;samedi;5;0;16.0;1.0;2.0
14219;111760;4;samedi;6;0;;;
14256;111762;4;lundi;1;0;35.0;1.0;1.0
14257;111762;4;lundi;2;0;;;
14258;111762;4;lundi;3;0;30.0;1.0;1.0
14259;111762;4;lundi;4;0;;;
14260;111762;4;lundi;5;0;30.0;1.0;2.0
14261;111762;4;lundi;6;0;;;
14298;111765;4;jeudi;1;0;20.0;1.0;1.0
14299;111765;4;jeudi;2;1;;;
14300;111765;4;jeudi;3;0;15.0;1.0;2.0
14301;111765;4;jeudi;4;0;;;
14302;111765;4;jeudi;5;0;40.0;1.0;2.0
14303;111765;4;jeudi;6;1;;;
14340;111766;4;samedi;1;0;30.0;1.0;1.0
14341;111766;4;samedi;2;1;;;
14342;111766;4;samedi;3;1;;;
14343;111766;4;samedi;4;1;;;
14344;111766;4;samedi;5;0;30.0;1.0;9.0
14345;111766;4;samedi;6;1;;;
14382;111776;4;jeudi;1;0;20.0;1.0;1.0
14383;111776;4;jeudi;2;0;;;
14384;111776;4;jeudi;3;0;15.0;1.0;1.0
14385;111776;4;jeudi;4;0;;;
14386;111776;4;jeudi;5;0;30.0;2.0;3.0
14387;111776;4;jeudi;6;0;;;
14424;111779;4;mardi;1;0;30.0;1.0;2.0
14425;111779;4;mardi;2;1;;;
14426;111779;4;mardi;3;0;60.0;1.0;2.0
14427;111779;4;mardi;4;1;;;
14428;111779;4;mardi;5;0;60.0;1.0;2.0
14429;111779;4;mardi;6;1;;;
14466;111784;4;vendredi;1;0;30.0;1.0;1.0
14467;111784;4;vendredi;2;1;;;
14468;111784;4;vendredi;3;0;60.0;1.0;1.0
14469;111784;4;vendredi;4;1;;;
14470;111784;4;vendredi;5;0;30.0;1.0;1.0
14471;111784;4;vendredi;6;1;;;
14508;111786;4;lundi;1;0;15.0;0.0;9.0
14509;111786;4;lundi;2;0;;;
14510;111786;4;lundi;3;0;30.0;0.0;9.0
14511;111786;4;lundi;4;0;;;
14512;111786;4;lundi;5;0;;0.0;9.0
14513;111786;4;lundi;6;0;;;
14550;111790;4;samedi;1;0;15.0;6.0;1.0
14551;111790;4;samedi;2;0;;;
14552;111790;4;samedi;3;0;25.0;5.0;3.0
14553;111790;4;samedi;4;1;;;
14554;111790;4;samedi;5;0;90.0;5.0;3.0
14555;111790;4;samedi;6;0;;;
14592;111792;4;jeudi;1;0;25.0;1.0;1.0
14593;111792;4;jeudi;2;0;;;
14594;111792;4;jeudi;3;0;35.0;1.0;2.0
14595;111792;4;jeudi;4;0;;;
14596;111792;4;jeudi;5;0;25.0;1.0;2.0
14597;111792;4;jeudi;6;0;;;
14634;111794;4;lundi;1;1;;;
14635;111794;4;lundi;2;1;;;
14636;111794;4;lundi;3;0;45.0;1.0;2.0
14637;111794;4;lundi;4;1;;;
14638;111794;4;lundi;5;0;30.0;1.0;2.0
14639;111794;4;lundi;6;1;;;
14676;111795;4;mardi;1;0;30.0;1.0;1.0
14677;111795;4;mardi;2;1;;;
14678;111795;4;mardi;3;1;;;
14679;111795;4;mardi;4;0;;;
14680;111795;4;mardi;5;0;30.0;3.0;3.0
14681;111795;4;mardi;6;1;;;
14718;111796;4;lundi;1;0;;1.0;1.0
14719;111796;4;lundi;2;1;;;
14720;111796;4;lundi;3;0;30.0;1.0;1.0
14721;111796;4;lundi;4;0;;;
14722;111796;4;lundi;5;0;30.0;1.0;1.0
14723;111796;4;lundi;6;1;;;
14760;111799;4;mardi;1;0;15.0;1.0;1.0
14761;111799;4;mardi;2;1;;;
14762;111799;4;mardi;3;0;15.0;1.0;1.0
14763;111799;4;mardi;4;0;;;
14764;111799;4;mardi;5;0;15.0;1.0;2.0
14765;111799;4;mardi;6;1;;;
14802;111801;4;vendredi;1;0;10.0;1.0;1.0
14803;111801;4;vendredi;2;0;;;
14804;111801;4;vendredi;3;0;40.0;5.0;1.0
14805;111801;4;vendredi;4;0;;;
14806;111801;4;vendredi;5;0;30.0;1.0;2.0
14807;111801;4;vendredi;6;0;;;
14844;111821;4;vendredi;1;0;30.0;1.0;1.0
14845;111821;4;vendredi;2;0;;;
14846;111821;4;vendredi;3;0;30.0;1.0;2.0
14847;111821;4;vendredi;4;0;;;
14848;111821;4;vendredi;5;0;30.0;1.0;2.0
14849;111821;4;vendredi;6;0;;;
14886;111824;4;mardi;1;0;15.0;1.0;1.0
14887;111824;4;mardi;2;1;;;
14888;111824;4;mardi;3;0;30.0;2.0;3.0
14889;111824;4;mardi;4;0;;;
14890;111824;4;mardi;5;0;45.0;3.0;2.0
14891;111824;4;mardi;6;1;;;
14928;111827;4;jeudi;1;0;30.0;1.0;1.0
14929;111827;4;jeudi;2;0;;;
14930;111827;4;jeudi;3;0;30.0;1.0;2.0
14931;111827;4;jeudi;4;0;;;
14932;111827;4;jeudi;5;0;35.0;1.0;1.0
14933;111827;4;jeudi;6;0;;;
14970;111830;4;samedi;1;0;30.0;1.0;2.0
14971;111830;4;samedi;2;1;;;
14972;111830;4;samedi;3;0;60.0;1.0;2.0
14973;111830;4;samedi;4;0;;;
14974;111830;4;samedi;5;0;15.0;1.0;1.0
14975;111830;4;samedi;6;1;;;
15012;111833;4;vendredi;1;0;15.0;0.0;1.0
15013;111833;4;vendredi;2;0;;;
15014;111833;4;vendredi;3;0;30.0;0.0;1.0
15015;111833;4;vendredi;4;0;;;
15016;111833;4;vendredi;5;0;30.0;0.0;2.0
15017;111833;4;vendredi;6;1;;;
15054;111838;4;jeudi;1;0;15.0;1.0;2.0
15055;111838;4;jeudi;2;0;;;
15056;111838;4;jeudi;3;0;75.0;5.0;3.0
15057;111838;4;jeudi;4;0;;;
15058;111838;4;jeudi;5;0;30.0;1.0;2.0
15059;111838;4;jeudi;6;1;;;
15096;111840;4;mardi;1;0;5.0;1.0;1.0
15097;111840;4;mardi;2;0;;;
15098;111840;4;mardi;3;0;75.0;5.0;3.0
15099;111840;4;mardi;4;1;;;
15100;111840;4;mardi;5;0;30.0;1.0;2.0
15101;111840;4;mardi;6;1;;;
15138;111844;4;lundi;1;0;15.0;1.0;1.0
15139;111844;4;lundi;2;1;;;
15140;111844;4;lundi;3;0;45.0;1.0;2.0
15141;111844;4;lundi;4;0;;;
15142;111844;4;lundi;5;0;60.0;1.0;2.0
15143;111844;4;lundi;6;0;;;
15180;111845;4;mardi;1;0;15.0;1.0;1.0
15181;111845;4;mardi;2;1;;;
15182;111845;4;mardi;3;0;40.0;1.0;2.0
15183;111845;4;mardi;4;0;;;
15184;111845;4;mardi;5;0;45.0;1.0;2.0
15185;111845;4;mardi;6;1;;;
15222;111847;4;mercredi;1;0;30.0;0.0;9.0
15223;111847;4;mercredi;2;1;;;
15224;111847;4;mercredi;3;0;30.0;1.0;1.0
15225;111847;4;mercredi;4;1;;;
15226;111847;4;mercredi;5;0;30.0;1.0;2.0
15227;111847;4;mercredi;6;1;;;
15264;111851;4;dimanche;1;0;20.0;1.0;2.0
15265;111851;4;dimanche;2;1;;;
15266;111851;4;dimanche;3;0;30.0;4.0;2.0
15267;111851;4;dimanche;4;0;;;
15268;111851;4;dimanche;5;0;45.0;1.0;9.0
15269;111851;4;dimanche;6;0;;;
15306;111853;4;vendredi;1;1;;;
15307;111853;4;vendredi;2;1;;;
15308;111853;4;vendredi;3;0;55.0;2.0;3.0
15309;111853;4;vendredi;4;1;;;
15310;111853;4;vendredi;5;0;60.0;1.0;1.0
15311;111853;4;vendredi;6;0;;;
15348;111855;4;samedi;1;0;30.0;1.0;1.0
15349;111855;4;samedi;2;0;;;
15350;111855;4;samedi;3;0;45.0;1.0;2.0
15351;111855;4;samedi;4;0;;;
15352;111855;4;samedi;5;0;;1.0;2.0
15353;111855;4;samedi;6;0;;;
15390;111856;4;dimanche;1;0;30.0;1.0;2.0
15391;111856;4;dimanche;2;1;;;
15392;111856;4;dimanche;3;1;;;
15393;111856;4;dimanche;4;0;;;
15394;111856;4;dimanche;5;0;30.0;1.0;2.0
15395;111856;4;dimanche;6;1;;;
15432;111857;4;lundi;1;0;;1.0;9.0
15433;111857;4;lundi;2;1;;;
15434;111857;4;lundi;3;0;30.0;1.0;2.0
15435;111857;4;lundi;4;1;;;
15436;111857;4;lundi;5;0;30.0;1.0;2.0
15437;111857;4;lundi;6;1;;;
15474;111858;4;samedi;1;1;;;
15475;111858;4;samedi;2;1;;;
15476;111858;4;samedi;3;0;30.0;1.0;3.0
15477;111858;4;samedi;4;1;;;
15478;111858;4;samedi;5;0;30.0;1.0;2.0
15479;111858;4;samedi;6;0;;;
15516;111860;4;mardi;1;0;30.0;1.0;2.0
15517;111860;4;mardi;2;0;;;
15518;111860;4;mardi;3;0;30.0;1.0;1.0
15519;111860;4;mardi;4;0;;;
15520;111860;4;mardi;5;0;30.0;1.0;2.0
15521;111860;4;mardi;6;0;;;
15558;111862;4;mercredi;1;0;15.0;1.0;1.0
15559;111862;4;mercredi;2;1;;;
15560;111862;4;mercredi;3;0;30.0;1.0;1.0
15561;111862;4;mercredi;4;1;;;
15562;111862;4;mercredi;5;0;30.0;1.0;1.0
15563;111862;4;mercredi;6;1;;;
15600;111863;4;jeudi;1;0;15.0;1.0;2.0
15601;111863;4;jeudi;2;1;;;
15602;111863;4;jeudi;3;0;40.0;1.0;2.0
15603;111863;4;jeudi;4;1;;;
15604;111863;4;jeudi;5;0;30.0;1.0;2.0
15605;111863;4;jeudi;6;1;;;
15642;111864;4;vendredi;1;0;30.0;1.0;1.0
15643;111864;4;vendredi;2;0;;;
15644;111864;4;vendredi;3;0;30.0;1.0;1.0
15645;111864;4;vendredi;4;0;;;
15646;111864;4;vendredi;5;0;30.0;1.0;1.0
15647;111864;4;vendredi;6;0;;;
15684;111866;4;lundi;1;0;;1.0;9.0
15685;111866;4;lundi;2;1;;;
15686;111866;4;lundi;3;0;60.0;6.0;4.0
15687;111866;4;lundi;4;0;;;
15688;111866;4;lundi;5;0;20.0;1.0;1.0
15689;111866;4;lundi;6;0;;;
15726;111868;4;samedi;1;1;;;
15727;111868;4;samedi;2;0;;;
15728;111868;4;samedi;3;0;20.0;1.0;1.0
15729;111868;4;samedi;4;1;;;
15730;111868;4;samedi;5;0;25.0;1.0;2.0
15731;111868;4;samedi;6;1;;;
15768;111870;4;dimanche;1;0;45.0;4.0;1.0
15769;111870;4;dimanche;2;1;;;
15770;111870;4;dimanche;3;1;;;
15771;111870;4;dimanche;4;1;;;
15772;111870;4;dimanche;5;0;60.0;1.0;2.0
15773;111870;4;dimanche;6;1;;;
15810;111873;4;mardi;1;1;;;
15811;111873;4;mardi;2;1;;;
15812;111873;4;mardi;3;0;30.0;4.0;4.0
15813;111873;4;mardi;4;0;;;
15814;111873;4;mardi;5;9;;;
15815;111873;4;mardi;6;9;;;
15852;111884;4;vendredi;1;0;10.0;6.0;1.0
15853;111884;4;vendredi;2;1;;;
15854;111884;4;vendredi;3;0;20.0;2.0;1.0
15855;111884;4;vendredi;4;0;;;
15856;111884;4;vendredi;5;0;25.0;5.0;1.0
15857;111884;4;vendredi;6;1;;;
15894;111885;4;vendredi;1;0;;1.0;4.0
15895;111885;4;vendredi;2;0;;;
15896;111885;4;vendredi;3;0;90.0;5.0;3.0
15897;111885;4;vendredi;4;0;;;
15898;111885;4;vendredi;5;0;30.0;1.0;2.0
15899;111885;4;vendredi;6;1;;;
15936;111886;4;vendredi;1;0;25.0;1.0;2.0
15937;111886;4;vendredi;2;0;;;
15938;111886;4;vendredi;3;0;45.0;1.0;2.0
15939;111886;4;vendredi;4;0;;;
15940;111886;4;vendredi;5;0;45.0;1.0;2.0
15941;111886;4;vendredi;6;0;;;
15978;111888;4;vendredi;1;0;15.0;1.0;1.0
15979;111888;4;vendredi;2;1;;;
15980;111888;4;vendredi;3;0;15.0;6.0;4.0
15981;111888;4;vendredi;4;0;;;
15982;111888;4;vendredi;5;0;30.0;1.0;2.0
15983;111888;4;vendredi;6;0;;;
38154;114816;4;jeudi;1;0;30.0;1.0;1.0
38155;114816;4;jeudi;2;1;;;
38156;114816;4;jeudi;3;0;60.0;1.0;1.0
38157;114816;4;jeudi;4;0;;;
38158;114816;4;jeudi;5;0;60.0;1.0;1.0
38159;114816;4;jeudi;6;1;;;
38322;114833;4;mardi;1;0;15.0;1.0;1.0
38323;114833;4;mardi;2;0;;;
38324;114833;4;mardi;3;0;18.0;1.0;1.0
38325;114833;4;mardi;4;0;;;
38326;114833;4;mardi;5;0;30.0;1.0;1.0
38327;114833;4;mardi;6;0;;;
38700;114890;4;jeudi;1;0;25.0;1.0;1.0
38701;114890;4;jeudi;2;0;;;
38702;114890;4;jeudi;3;0;20.0;3.0;2.0
38703;114890;4;jeudi;4;1;;;
38704;114890;4;jeudi;5;0;75.0;1.0;2.0
38705;114890;4;jeudi;6;1;;;
41724;115221;4;lundi;1;0;15.0;1.0;1.0
41725;115221;4;lundi;2;0;;;
41726;115221;4;lundi;3;0;30.0;6.0;3.0
41727;115221;4;lundi;4;1;;;
41728;115221;4;lundi;5;0;30.0;1.0;1.0
41729;115221;4;lundi;6;1;;;
42270;115258;4;mardi;1;0;10.0;1.0;1.0
42271;115258;4;mardi;2;1;;;
42272;115258;4;mardi;3;0;15.0;1.0;2.0
42273;115258;4;mardi;4;0;;;
42274;115258;4;mardi;5;0;30.0;1.0;1.0
42275;115258;4;mardi;6;0;;;
44286;115440;4;dimanche;1;0;20.0;1.0;1.0
44287;115440;4;dimanche;2;0;;;
44288;115440;4;dimanche;3;0;180.0;1.0;2.0
44289;115440;4;dimanche;4;0;;;
44290;115440;4;dimanche;5;0;30.0;1.0;2.0
44291;115440;4;dimanche;6;0;;;
44412;115453;4;vendredi;1;0;25.0;1.0;2.0
44413;115453;4;vendredi;2;0;;;
44414;115453;4;vendredi;3;0;20.0;1.0;2.0
44415;115453;4;vendredi;4;0;;;
44416;115453;4;vendredi;5;0;30.0;1.0;2.0
44417;115453;4;vendredi;6;0;;;
45000;115496;4;mercredi;1;0;17.0;1.0;1.0
45001;115496;4;mercredi;2;1;;;
45002;115496;4;mercredi;3;0;105.0;5.0;4.0
45003;115496;4;mercredi;4;0;;;
45004;115496;4;mercredi;5;0;;1.0;1.0
45005;115496;4;mercredi;6;1;;;
45294;115522;4;mercredi;1;0;20.0;1.0;2.0
45295;115522;4;mercredi;2;1;;;
45296;115522;4;mercredi;3;0;30.0;1.0;2.0
45297;115522;4;mercredi;4;0;;;
45298;115522;4;mercredi;5;0;40.0;3.0;3.0
45299;115522;4;mercredi;6;0;;;
46092;115567;4;samedi;1;0;5.0;1.0;1.0
46093;115567;4;samedi;2;0;;;
46094;115567;4;samedi;3;0;25.0;1.0;1.0
46095;115567;4;samedi;4;0;;;
46096;115567;4;samedi;5;0;55.0;1.0;1.0
46097;115567;4;samedi;6;0;;;
46344;115593;4;vendredi;1;0;25.0;1.0;2.0
46345;115593;4;vendredi;2;1;;;
46346;115593;4;vendredi;3;0;40.0;1.0;2.0
46347;115593;4;vendredi;4;0;;;
46348;115593;4;vendredi;5;0;40.0;1.0;2.0
46349;115593;4;vendredi;6;0;;;
47982;115775;4;samedi;1;0;15.0;1.0;2.0
47983;115775;4;samedi;2;0;;;
47984;115775;4;samedi;3;0;30.0;1.0;2.0
47985;115775;4;samedi;4;0;;;
47986;115775;4;samedi;5;0;15.0;1.0;2.0
47987;115775;4;samedi;6;1;;;
48024;115776;4;jeudi;1;0;60.0;1.0;1.0
48025;115776;4;jeudi;2;1;;;
48026;115776;4;jeudi;3;0;30.0;1.0;2.0
48027;115776;4;jeudi;4;0;;;
48028;115776;4;jeudi;5;0;30.0;1.0;2.0
48029;115776;4;jeudi;6;0;;;
48192;115792;4;lundi;1;0;;1.0;3.0
48193;115792;4;lundi;2;0;;;
48194;115792;4;lundi;3;0;30.0;6.0;1.0
48195;115792;4;lundi;4;0;;;
48196;115792;4;lundi;5;0;;3.0;2.0
48197;115792;4;lundi;6;0;;;
49242;115899;4;mardi;1;0;30.0;1.0;2.0
49243;115899;4;mardi;2;0;;;
49244;115899;4;mardi;3;0;30.0;1.0;2.0
49245;115899;4;mardi;4;0;;;
49246;115899;4;mardi;5;0;30.0;1.0;2.0
49247;115899;4;mardi;6;0;;;
49914;115952;4;vendredi;1;0;15.0;1.0;1.0
49915;115952;4;vendredi;2;0;;;
49916;115952;4;vendredi;3;0;60.0;5.0;3.0
49917;115952;4;vendredi;4;0;;;
49918;115952;4;vendredi;5;0;30.0;6.0;4.0
49919;115952;4;vendredi;6;1;;;
49956;115953;4;samedi;1;1;;;
49957;115953;4;samedi;2;0;;;
49958;115953;4;samedi;3;1;;;
49959;115953;4;samedi;4;0;;;
49960;115953;4;samedi;5;0;30.0;0.0;2.0
49961;115953;4;samedi;6;0;;;
50460;115991;4;lundi;1;0;7.0;1.0;2.0
50461;115991;4;lundi;2;0;;;
