;nomen;nojour;nomjour;tyrep;temrep;duree;lieu;avecqui
14112;111755;1;mardi;1;0;20.0;1.0;1.0
14113;111755;1;mardi;2;0;;;
14114;111755;1;mardi;3;0;15.0;1.0;1.0
14115;111755;1;mardi;4;0;;;
14116;111755;1;mardi;5;0;30.0;1.0;4.0
14117;111755;1;mardi;6;0;;;
14154;111759;1;jeudi;1;0;15.0;1.0;1.0
14155;111759;1;jeudi;2;0;;;
14156;111759;1;jeudi;3;0;30.0;1.0;1.0
14157;111759;1;jeudi;4;0;;;
14158;111759;1;jeudi;5;0;30.0;1.0;1.0
14159;111759;1;jeudi;6;0;;;
14196;111760;1;mercredi;1;0;15.0;1.0;2.0
14197;111760;1;mercredi;2;1;;;
14198;111760;1;mercredi;3;0;35.0;1.0;2.0
14199;111760;1;mercredi;4;0;;;
14200;111760;1;mercredi;5;0;30.0;1.0;2.0
14201;111760;1;mercredi;6;1;;;
14238;111762;1;vendredi;1;0;10.0;1.0;1.0
14239;111762;1;vendredi;2;0;;;
14240;111762;1;vendredi;3;0;30.0;1.0;1.0
14241;111762;1;vendredi;4;0;;;
14242;111762;1;vendredi;5;0;45.0;1.0;2.0
14243;111762;1;vendredi;6;1;;;
14280;111765;1;lundi;1;0;10.0;1.0;1.0
14281;111765;1;lundi;2;1;;;
14282;111765;1;lundi;3;0;15.0;6.0;1.0
14283;111765;1;lundi;4;0;;;
14284;111765;1;lundi;5;0;30.0;1.0;2.0
14285;111765;1;lundi;6;1;;;
14322;111766;1;mercredi;1;0;15.0;1.0;2.0
14323;111766;1;mercredi;2;1;;;
14324;111766;1;mercredi;3;0;30.0;1.0;1.0
14325;111766;1;mercredi;4;1;;;
14326;111766;1;mercredi;5;0;30.0;1.0;2.0
14327;111766;1;mercredi;6;1;;;
14364;111776;1;lundi;1;0;18.0;1.0;2.0
14365;111776;1;lundi;2;0;;;
14366;111776;1;lundi;3;0;20.0;1.0;1.0
14367;111776;1;lundi;4;0;;;
14368;111776;1;lundi;5;0;30.0;2.0;4.0
14369;111776;1;lundi;6;0;;;
14406;111779;1;samedi;1;0;30.0;1.0;2.0
14407;111779;1;samedi;2;1;;;
14408;111779;1;samedi;3;0;60.0;1.0;2.0
14409;111779;1;samedi;4;1;;;
14410;111779;1;samedi;5;0;60.0;1.0;2.0
14411;111779;1;samedi;6;1;;;
14448;111784;1;mardi;1;0;30.0;1.0;1.0
14449;111784;1;mardi;2;1;;;
14450;111784;1;mardi;3;0;60.0;1.0;1.0
14451;111784;1;mardi;4;1;;;
14452;111784;1;mardi;5;0;30.0;1.0;1.0
14453;111784;1;mardi;6;1;;;
14490;111786;1;vendredi;1;0;15.0;0.0;9.0
14491;111786;1;vendredi;2;0;;;
14492;111786;1;vendredi;3;0;30.0;0.0;1.0
14493;111786;1;vendredi;4;0;;;
14494;111786;1;vendredi;5;0;15.0;0.0;9.0
14495;111786;1;vendredi;6;0;;;
14532;111790;1;mercredi;1;0;15.0;1.0;1.0
14533;111790;1;mercredi;2;1;;;
14534;111790;1;mercredi;3;0;15.0;1.0;2.0
14535;111790;1;mercredi;4;1;;;
14536;111790;1;mercredi;5;0;60.0;5.0;3.0
14537;111790;1;mercredi;6;0;;;
14574;111792;1;lundi;1;0;25.0;1.0;1.0
14575;111792;1;lundi;2;0;;;
14576;111792;1;lundi;3;0;35.0;1.0;2.0
14577;111792;1;lundi;4;0;;;
14578;111792;1;lundi;5;0;20.0;1.0;2.0
14579;111792;1;lundi;6;0;;;
14616;111794;1;vendredi;1;0;15.0;1.0;1.0
14617;111794;1;vendredi;2;1;;;
14618;111794;1;vendredi;3;0;45.0;1.0;2.0
14619;111794;1;vendredi;4;1;;;
14620;111794;1;vendredi;5;0;45.0;1.0;2.0
14621;111794;1;vendredi;6;0;;;
14658;111795;1;samedi;1;1;;;
14659;111795;1;samedi;2;1;;;
14660;111795;1;samedi;3;0;30.0;1.0;2.0
14661;111795;1;samedi;4;0;;;
14662;111795;1;samedi;5;0;30.0;3.0;2.0
14663;111795;1;samedi;6;1;;;
14700;111796;1;vendredi;1;0;;1.0;1.0
14701;111796;1;vendredi;2;1;;;
14702;111796;1;vendredi;3;0;30.0;1.0;1.0
14703;111796;1;vendredi;4;0;;;
14704;111796;1;vendredi;5;0;30.0;1.0;1.0
14705;111796;1;vendredi;6;1;;;
14742;111799;1;samedi;1;0;60.0;1.0;9.0
14743;111799;1;samedi;2;1;;;
14744;111799;1;samedi;3;0;15.0;1.0;9.0
14745;111799;1;samedi;4;0;;;
14746;111799;1;samedi;5;0;15.0;1.0;9.0
14747;111799;1;samedi;6;0;;;
14784;111801;1;mardi;1;0;10.0;1.0;1.0
14785;111801;1;mardi;2;0;;;
14786;111801;1;mardi;3;0;20.0;1.0;2.0
14787;111801;1;mardi;4;0;;;
14788;111801;1;mardi;5;0;30.0;1.0;2.0
14789;111801;1;mardi;6;0;;;
14826;111821;1;mardi;1;0;30.0;1.0;1.0
14827;111821;1;mardi;2;0;;;
14828;111821;1;mardi;3;0;30.0;1.0;2.0
14829;111821;1;mardi;4;0;;;
14830;111821;1;mardi;5;0;30.0;1.0;2.0
14831;111821;1;mardi;6;0;;;
14868;111824;1;samedi;1;0;15.0;1.0;1.0
14869;111824;1;samedi;2;1;;;
14870;111824;1;samedi;3;0;45.0;1.0;2.0
14871;111824;1;samedi;4;1;;;
14872;111824;1;samedi;5;0;30.0;1.0;2.0
14873;111824;1;samedi;6;1;;;
14910;111827;1;lundi;1;0;30.0;1.0;1.0
14911;111827;1;lundi;2;0;;;
14912;111827;1;lundi;3;0;60.0;1.0;2.0
14913;111827;1;lundi;4;0;;;
14914;111827;1;lundi;5;0;60.0;1.0;2.0
14915;111827;1;lundi;6;0;;;
14952;111830;1;mercredi;1;0;60.0;1.0;2.0
14953;111830;1;mercredi;2;0;;;
14954;111830;1;mercredi;3;0;60.0;1.0;2.0
14955;111830;1;mercredi;4;0;;;
14956;111830;1;mercredi;5;0;60.0;1.0;2.0
14957;111830;1;mercredi;6;1;;;
14994;111833;1;mardi;1;0;15.0;1.0;1.0
14995;111833;1;mardi;2;0;;;
14996;111833;1;mardi;3;0;30.0;2.0;1.0
14997;111833;1;mardi;4;0;;;
14998;111833;1;mardi;5;0;30.0;1.0;2.0
14999;111833;1;mardi;6;1;;;
15036;111838;1;lundi;1;0;15.0;1.0;2.0
15037;111838;1;lundi;2;1;;;
15038;111838;1;lundi;3;0;30.0;1.0;2.0
15039;111838;1;lundi;4;0;;;
15040;111838;1;lundi;5;0;30.0;1.0;2.0
15041;111838;1;lundi;6;1;;;
15078;111840;1;samedi;1;0;5.0;1.0;1.0
15079;111840;1;samedi;2;1;;;
15080;111840;1;samedi;3;0;30.0;1.0;2.0
15081;111840;1;samedi;4;0;;;
15082;111840;1;samedi;5;0;40.0;1.0;2.0
15083;111840;1;samedi;6;1;;;
15120;111844;1;vendredi;1;0;15.0;1.0;1.0
15121;111844;1;vendredi;2;0;;;
15122;111844;1;vendredi;3;0;45.0;1.0;2.0
15123;111844;1;vendredi;4;0;;;
15124;111844;1;vendredi;5;0;60.0;1.0;2.0
15125;111844;1;vendredi;6;0;;;
15162;111845;1;samedi;1;0;15.0;1.0;1.0
15163;111845;1;samedi;2;1;;;
15164;111845;1;samedi;3;0;45.0;1.0;2.0
15165;111845;1;samedi;4;0;;;
15166;111845;1;samedi;5;0;210.0;3.0;2.0
15167;111845;1;samedi;6;1;;;
15204;111847;1;dimanche;1;0;30.0;1.0;2.0
15205;111847;1;dimanche;2;0;;;
15206;111847;1;dimanche;3;0;60.0;1.0;2.0
15207;111847;1;dimanche;4;0;;;
15208;111847;1;dimanche;5;0;30.0;1.0;2.0
15209;111847;1;dimanche;6;1;;;
15246;111851;1;jeudi;1;0;20.0;1.0;2.0
15247;111851;1;jeudi;2;1;;;
15248;111851;1;jeudi;3;0;45.0;1.0;2.0
15249;111851;1;jeudi;4;0;;;
15250;111851;1;jeudi;5;0;45.0;1.0;2.0
15251;111851;1;jeudi;6;1;;;
15288;111853;1;mardi;1;0;5.0;1.0;1.0
15289;111853;1;mardi;2;1;;;
15290;111853;1;mardi;3;0;30.0;2.0;3.0
15291;111853;1;mardi;4;0;;;
15292;111853;1;mardi;5;0;20.0;1.0;1.0
15293;111853;1;mardi;6;1;;;
15330;111855;1;mercredi;1;0;30.0;1.0;1.0
15331;111855;1;mercredi;2;0;;;
15332;111855;1;mercredi;3;0;45.0;1.0;2.0
15333;111855;1;mercredi;4;0;;;
15334;111855;1;mercredi;5;0;45.0;1.0;2.0
15335;111855;1;mercredi;6;0;;;
15372;111856;1;jeudi;1;0;20.0;1.0;1.0
15373;111856;1;jeudi;2;0;;;
15374;111856;1;jeudi;3;0;30.0;6.0;3.0
15375;111856;1;jeudi;4;0;;;
15376;111856;1;jeudi;5;0;15.0;1.0;2.0
15377;111856;1;jeudi;6;1;;;
15414;111857;1;vendredi;1;0;15.0;1.0;2.0
15415;111857;1;vendredi;2;1;;;
15416;111857;1;vendredi;3;0;30.0;1.0;2.0
15417;111857;1;vendredi;4;1;;;
15418;111857;1;vendredi;5;0;30.0;1.0;2.0
15419;111857;1;vendredi;6;1;;;
15456;111858;1;mercredi;1;1;;;
15457;111858;1;mercredi;2;1;;;
15458;111858;1;mercredi;3;0;30.0;1.0;2.0
15459;111858;1;mercredi;4;0;;;
15460;111858;1;mercredi;5;0;30.0;1.0;2.0
15461;111858;1;mercredi;6;0;;;
15498;111860;1;samedi;1;0;30.0;1.0;2.0
15499;111860;1;samedi;2;0;;;
15500;111860;1;samedi;3;0;30.0;1.0;2.0
15501;111860;1;samedi;4;0;;;
15502;111860;1;samedi;5;0;20.0;0.0;2.0
15503;111860;1;samedi;6;0;;;
15540;111862;1;dimanche;1;0;30.0;1.0;1.0
15541;111862;1;dimanche;2;1;;;
15542;111862;1;dimanche;3;0;30.0;1.0;1.0
15543;111862;1;dimanche;4;1;;;
15544;111862;1;dimanche;5;0;30.0;1.0;1.0
15545;111862;1;dimanche;6;1;;;
