;nomen;nojour;nomjour;tyrep;temrep;duree;lieu;avecqui
28350;112935;1;mardi;1;0;15.0;1.0;1.0
28351;112935;1;mardi;2;1;;;
28352;112935;1;mardi;3;0;60.0;3.0;2.0
28353;112935;1;mardi;4;1;;;
28354;112935;1;mardi;5;1;;;
28355;112935;1;mardi;6;1;;;
28392;112936;1;mercredi;1;0;15.0;1.0;1.0
28393;112936;1;mercredi;2;0;;;
28394;112936;1;mercredi;3;0;45.0;1.0;2.0
28395;112936;1;mercredi;4;0;;;
28396;112936;1;mercredi;5;0;40.0;1.0;2.0
28397;112936;1;mercredi;6;0;;;
28434;112937;1;lundi;1;0;30.0;1.0;2.0
28435;112937;1;lundi;2;0;;;
28436;112937;1;lundi;3;0;60.0;1.0;2.0
28437;112937;1;lundi;4;0;;;
28438;112937;1;lundi;5;0;30.0;6.0;1.0
28439;112937;1;lundi;6;0;;;
28476;112943;1;jeudi;1;0;20.0;1.0;2.0
28477;112943;1;jeudi;2;1;;;
28478;112943;1;jeudi;3;0;25.0;1.0;2.0
28479;112943;1;jeudi;4;0;;;
28480;112943;1;jeudi;5;0;30.0;1.0;2.0
28481;112943;1;jeudi;6;0;;;
28518;112944;1;mardi;1;0;15.0;1.0;2.0
28519;112944;1;mardi;2;0;;;
28520;112944;1;mardi;3;0;45.0;1.0;2.0
28521;112944;1;mardi;4;0;;;
28522;112944;1;mardi;5;0;30.0;1.0;2.0
28523;112944;1;mardi;6;1;;;
28560;112946;1;lundi;1;0;20.0;1.0;2.0
28561;112946;1;lundi;2;0;;;
28562;112946;1;lundi;3;0;30.0;5.0;1.0
28563;112946;1;lundi;4;0;;;
28564;112946;1;lundi;5;0;30.0;1.0;1.0
28565;112946;1;lundi;6;0;;;
28602;112948;1;mercredi;1;0;5.0;1.0;1.0
28603;112948;1;mercredi;2;1;;;
28604;112948;1;mercredi;3;0;25.0;2.0;3.0
28605;112948;1;mercredi;4;1;;;
28606;112948;1;mercredi;5;0;10.0;1.0;2.0
28607;112948;1;mercredi;6;1;;;
28644;112958;1;mercredi;1;0;15.0;1.0;1.0
28645;112958;1;mercredi;2;0;;;
28646;112958;1;mercredi;3;0;35.0;1.0;2.0
28647;112958;1;mercredi;4;0;;;
28648;112958;1;mercredi;5;0;45.0;1.0;2.0
28649;112958;1;mercredi;6;1;;;
28686;112960;1;samedi;1;1;;;
28687;112960;1;samedi;2;1;;;
28688;112960;1;samedi;3;0;20.0;1.0;2.0
28689;112960;1;samedi;4;0;;;
28690;112960;1;samedi;5;0;30.0;1.0;2.0
28691;112960;1;samedi;6;1;;;
28728;112969;1;vendredi;1;0;15.0;1.0;1.0
28729;112969;1;vendredi;2;0;;;
28730;112969;1;vendredi;3;0;60.0;5.0;4.0
28731;112969;1;vendredi;4;0;;;
28732;112969;1;vendredi;5;0;45.0;1.0;2.0
28733;112969;1;vendredi;6;0;;;
28770;112972;1;mardi;1;0;25.0;1.0;1.0
28771;112972;1;mardi;2;0;;;
28772;112972;1;mardi;3;0;30.0;2.0;4.0
28773;112972;1;mardi;4;0;;;
28774;112972;1;mardi;5;0;30.0;1.0;2.0
28775;112972;1;mardi;6;0;;;
28812;112974;1;lundi;1;0;30.0;1.0;1.0
28813;112974;1;lundi;2;0;;;
28814;112974;1;lundi;3;0;35.0;1.0;2.0
28815;112974;1;lundi;4;0;;;
28816;112974;1;lundi;5;0;40.0;1.0;2.0
28817;112974;1;lundi;6;1;;;
