;nomen;nojour;nomjour;tyrep;temrep;duree;lieu;avecqui
28380;112935;6;dimanche;1;1;;;
28381;112935;6;dimanche;2;1;;;
28382;112935;6;dimanche;3;1;;;
28383;112935;6;dimanche;4;0;;;
28384;112935;6;dimanche;5;1;;;
28385;112935;6;dimanche;6;1;;;
28422;112936;6;lundi;1;0;;1.0;1.0
28423;112936;6;lundi;2;0;;;
28424;112936;6;lundi;3;0;35.0;1.0;2.0
28425;112936;6;lundi;4;0;;;
28426;112936;6;lundi;5;0;35.0;0.0;9.0
28427;112936;6;lundi;6;1;;;
28464;112937;6;samedi;1;0;30.0;1.0;2.0
28465;112937;6;samedi;2;0;;;
28466;112937;6;samedi;3;0;30.0;1.0;1.0
28467;112937;6;samedi;4;1;;;
28468;112937;6;samedi;5;0;55.0;3.0;1.0
28469;112937;6;samedi;6;0;;;
28506;112943;6;mardi;1;1;;;
28507;112943;6;mardi;2;0;;;
28508;112943;6;mardi;3;0;25.0;1.0;2.0
28509;112943;6;mardi;4;0;;;
28510;112943;6;mardi;5;0;30.0;1.0;2.0
28511;112943;6;mardi;6;0;;;
28548;112944;6;dimanche;1;0;15.0;1.0;2.0
28549;112944;6;dimanche;2;0;;;
28550;112944;6;dimanche;3;0;45.0;1.0;2.0
28551;112944;6;dimanche;4;0;;;
28552;112944;6;dimanche;5;0;15.0;1.0;2.0
28553;112944;6;dimanche;6;1;;;
28590;112946;6;samedi;1;0;15.0;1.0;2.0
28591;112946;6;samedi;2;1;;;
28592;112946;6;samedi;3;0;60.0;1.0;2.0
28593;112946;6;samedi;4;0;;;
28594;112946;6;samedi;5;0;30.0;1.0;2.0
28595;112946;6;samedi;6;1;;;
28632;112948;6;lundi;1;1;;;
28633;112948;6;lundi;2;1;;;
28634;112948;6;lundi;3;0;20.0;2.0;3.0
28635;112948;6;lundi;4;1;;;
28636;112948;6;lundi;5;0;20.0;1.0;1.0
28637;112948;6;lundi;6;1;;;
28674;112958;6;lundi;1;0;15.0;1.0;1.0
28675;112958;6;lundi;2;0;;;
28676;112958;6;lundi;3;0;40.0;1.0;2.0
28677;112958;6;lundi;4;0;;;
28678;112958;6;lundi;5;0;25.0;1.0;2.0
28679;112958;6;lundi;6;1;;;
28716;112960;6;jeudi;1;0;15.0;1.0;2.0
28717;112960;6;jeudi;2;0;;;
28718;112960;6;jeudi;3;0;50.0;6.0;3.0
28719;112960;6;jeudi;4;1;;;
28720;112960;6;jeudi;5;0;30.0;1.0;2.0
28721;112960;6;jeudi;6;1;;;
28758;112969;6;mercredi;1;0;10.0;1.0;1.0
28759;112969;6;mercredi;2;1;;;
28760;112969;6;mercredi;3;0;30.0;5.0;4.0
28761;112969;6;mercredi;4;0;;;
28762;112969;6;mercredi;5;0;30.0;1.0;2.0
28763;112969;6;mercredi;6;1;;;
28800;112972;6;dimanche;1;0;30.0;6.0;1.0
28801;112972;6;dimanche;2;1;;;
28802;112972;6;dimanche;3;1;;;
28803;112972;6;dimanche;4;0;;;
28804;112972;6;dimanche;5;0;30.0;1.0;2.0
28805;112972;6;dimanche;6;1;;;
28842;112974;6;samedi;1;0;35.0;1.0;2.0
28843;112974;6;samedi;2;1;;;
28844;112974;6;samedi;3;0;45.0;1.0;2.0
28845;112974;6;samedi;4;0;;;
28846;112974;6;samedi;5;0;45.0;1.0;2.0
28847;112974;6;samedi;6;0;;;
28884;112976;6;mardi;1;0;15.0;1.0;1.0
28885;112976;6;mardi;2;0;;;
28886;112976;6;mardi;3;0;30.0;1.0;1.0
28887;112976;6;mardi;4;0;;;
28888;112976;6;mardi;5;0;30.0;1.0;1.0
28889;112976;6;mardi;6;1;;;
28926;112982;6;mardi;1;9;;;
28927;112982;6;mardi;2;9;;;
28928;112982;6;mardi;3;9;;;
28929;112982;6;mardi;4;9;;;
28930;112982;6;mardi;5;9;;;
28931;112982;6;mardi;6;9;;;
28968;112989;6;dimanche;1;0;20.0;1.0;1.0
28969;112989;6;dimanche;2;1;;;
28970;112989;6;dimanche;3;0;20.0;1.0;1.0
28971;112989;6;dimanche;4;0;;;
28972;112989;6;dimanche;5;0;35.0;1.0;1.0
28973;112989;6;dimanche;6;0;;;
29010;112994;6;dimanche;1;0;5.0;1.0;1.0
29011;112994;6;dimanche;2;1;;;
29012;112994;6;dimanche;3;0;15.0;1.0;1.0
29013;112994;6;dimanche;4;1;;;
29014;112994;6;dimanche;5;0;25.0;1.0;2.0
29015;112994;6;dimanche;6;1;;;
29052;112995;6;mercredi;1;0;15.0;1.0;1.0
29053;112995;6;mercredi;2;0;;;
29054;112995;6;mercredi;3;0;30.0;1.0;1.0
29055;112995;6;mercredi;4;0;;;
29056;112995;6;mercredi;5;0;;1.0;1.0
29057;112995;6;mercredi;6;0;;;
29094;112999;6;samedi;1;9;;;
29095;112999;6;samedi;2;9;;;
29096;112999;6;samedi;3;9;;;
29097;112999;6;samedi;4;9;;;
29098;112999;6;samedi;5;9;;;
29099;112999;6;samedi;6;9;;;
29136;113005;6;mercredi;1;0;15.0;1.0;1.0
29137;113005;6;mercredi;2;1;;;
29138;113005;6;mercredi;3;0;15.0;6.0;1.0
29139;113005;6;mercredi;4;0;;;
29140;113005;6;mercredi;5;0;30.0;1.0;2.0
29141;113005;6;mercredi;6;1;;;
29178;113007;6;mardi;1;0;30.0;1.0;1.0
