;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;788;319;110.955266497
1;2;Champagne;183;70;108.732240437
2;3;Picardie;189;79;103.650793651
3;4;Haute-Normandie;198;79;109.032828283
4;5;Centre;270;113;106.255555556
5;6;Basse-Normandie;255;86;105.57254902
6;7;Bourgogne;70;32;103.428571429
7;8;Nord;339;127;111.551622419
8;9;Lorraine;268;114;106.414179104
9;10;Alsace;168;74;114.571428571
10;11;Franche Comté;175;80;110.828571429
11;12;Pays de la Loire;294;125;123.284013605
12;13;Bretagne;337;119;111.329376855
13;14;Poitou Charentes;228;90;105.157894737
14;15;Aquitaine;371;147;116.617250674
15;16;Midi-Pyrénées;178;78;104.213483146
16;17;limousin;73;27;122.5
17;18;Rhône-Alpes;481;198;112.916839917
18;19;Auvergne;177;74;104.937853107
19;20;Languedoc;323;142;118.160990712
20;21;Provence Côte d'Azur;320;131;112.44375
