;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;290;282;175.862068966
1;2;Champagne;50;59;158.46
2;3;Picardie;60;69;167.816666667
3;4;Haute-Normandie;44;53;175.204545455
4;5;Centre;63;90;172.857142857
5;6;Basse-Normandie;48;50;153.979166667
6;7;Bourgogne;39;36;175.333333333
7;8;Nord;86;100;204.209302326
8;9;Lorraine;73;80;180.917808219
9;10;Alsace;48;45;190.9375
10;11;Franche Comté;42;51;178.797619048
11;12;Pays de la Loire;60;100;147.85
12;13;Bretagne;59;101;135.042372881
13;14;Poitou Charentes;47;74;158.787234043
14;15;Aquitaine;63;97;177.206349206
15;16;Midi-Pyrénées;44;75;153.704545455
16;17;limousin;6;17;175.083333333
17;18;Rhône-Alpes;87;145;208.264367816
18;19;Auvergne;28;43;198.142857143
19;20;Languedoc;120;112;180.683333333
20;21;Provence Côte d'Azur;69;96;169.663043478
