;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;2416;282;86.8307119205
1;2;Champagne;511;59;88.6457925636
2;3;Picardie;544;69;82.0661764706
3;4;Haute-Normandie;446;53;82.1642376682
4;5;Centre;745;90;85.5845637584
5;6;Basse-Normandie;433;50;79.8845265589
6;7;Bourgogne;294;36;88.9761904762
7;8;Nord;617;100;81.9051863857
8;9;Lorraine;670;80;78.5824626866
9;10;Alsace;380;45;78.7355263158
10;11;Franche Comté;469;51;92.78891258
11;12;Pays de la Loire;1055;100;79.8529668246
12;13;Bretagne;860;101;75.2770348837
13;14;Poitou Charentes;588;74;85.9485544218
14;15;Aquitaine;951;97;86.7754994742
15;16;Midi-Pyrénées;737;75;90.3636363636
16;17;limousin;159;17;84.1761006289
17;18;Rhône-Alpes;1397;145;89.0402648533
18;19;Auvergne;335;43;98.3656716418
19;20;Languedoc;1118;112;87.5393559928
20;21;Provence Côte d'Azur;883;96;88.2168742922
