;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;608;319;95.3618421053
1;2;Champagne;100;70;85.5
2;3;Picardie;113;79;84.407079646
3;4;Haute-Normandie;155;79;91.8161290323
4;5;Centre;214;113;88.9205607477
5;6;Basse-Normandie;165;86;93.5727272727
6;7;Bourgogne;57;32;84.7368421053
7;8;Nord;164;127;97.0609756098
8;9;Lorraine;169;114;96.0591715976
9;10;Alsace;105;74;94.4761904762
10;11;Franche Comté;153;80;92.5
11;12;Pays de la Loire;260;125;91.5769230769
12;13;Bretagne;229;119;99.1030567686
13;14;Poitou Charentes;170;90;93.0470588235
14;15;Aquitaine;267;147;102.143258427
15;16;Midi-Pyrénées;151;78;103.629139073
16;17;limousin;43;27;86.0465116279
17;18;Rhône-Alpes;317;198;87.2476340694
18;19;Auvergne;147;74;100.428571429
19;20;Languedoc;234;142;102.555555556
20;21;Provence Côte d'Azur;229;131;98.4454148472
