;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;2676;601;37.3424439462
1;2;Champagne;681;129;39.6960352423
2;3;Picardie;754;148;37.7175066313
3;4;Haute-Normandie;647;132;33.1083462133
4;5;Centre;1101;203;36.2253496821
5;6;Basse-Normandie;680;136;35.6560294118
6;7;Bourgogne;373;68;38.8713136729
7;8;Nord;850;227;40.3813411765
8;9;Lorraine;946;194;40.1283509514
9;10;Alsace;504;119;41.0079365079
10;11;Franche Comté;748;131;36.7740641711
11;12;Pays de la Loire;1146;225;34.822521815
12;13;Bretagne;1024;220;34.4565429688
13;14;Poitou Charentes;836;164;32.1354665072
14;15;Aquitaine;1126;244;36.3370337478
15;16;Midi-Pyrénées;819;153;37.0811965812
16;17;limousin;246;44;39.8821138211
17;18;Rhône-Alpes;1786;343;39.1073180291
18;19;Auvergne;609;117;43.1718719212
19;20;Languedoc;1275;254;38.9462745098
20;21;Provence Côte d'Azur;1115;227;37.6959641256
