;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;37;48;108.162162162
1;2;Champagne;2;7;100.0
2;3;Picardie;4;9;120.0
3;4;Haute-Normandie;18;17;88.3333333333
4;5;Centre;1;6;100.0
5;6;Basse-Normandie;9;8;113.333333333
6;7;Bourgogne;2;6;99.5
7;8;Nord;4;13;130.0
8;9;Lorraine;5;13;145.0
9;10;Alsace;1;6;100.0
10;11;Franche Comté;4;3;137.5
11;12;Pays de la Loire;15;14;118.733333333
12;13;Bretagne;17;17;100.0
13;14;Poitou Charentes;25;16;94.42
14;15;Aquitaine;6;18;91.6666666667
15;16;Midi-Pyrénées;16;9;117.875
16;17;limousin;2;1;90.0
17;18;Rhône-Alpes;21;31;108.523809524
18;19;Auvergne;25;9;105.2
19;20;Languedoc;21;12;106.19047619
20;21;Provence Côte d'Azur;6;20;156.666666667
