;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;960;282;233.955208333
1;2;Champagne;192;59;250.911458333
2;3;Picardie;267;69;208.247191011
3;4;Haute-Normandie;209;53;248.344497608
4;5;Centre;268;90;299.955223881
5;6;Basse-Normandie;181;50;262.845303867
6;7;Bourgogne;111;36;198.522522523
7;8;Nord;378;100;224.558201058
8;9;Lorraine;262;80;221.085877863
9;10;Alsace;156;45;205.519230769
10;11;Franche Comté;138;51;245.608695652
11;12;Pays de la Loire;470;100;212.290425532
12;13;Bretagne;373;101;236.662198391
13;14;Poitou Charentes;321;74;260.277258567
14;15;Aquitaine;317;97;238.550473186
15;16;Midi-Pyrénées;278;75;237.341726619
16;17;limousin;69;17;203.239130435
17;18;Rhône-Alpes;485;145;218.763917526
18;19;Auvergne;138;43;252.489130435
19;20;Languedoc;335;112;243.143283582
20;21;Provence Côte d'Azur;340;96;219.855882353
