;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;1345;319;197.977695167
1;2;Champagne;336;70;172.821428571
2;3;Picardie;352;79;198.411931818
3;4;Haute-Normandie;313;79;205.193290735
4;5;Centre;533;113;190.280487805
5;6;Basse-Normandie;337;86;203.961424332
6;7;Bourgogne;156;32;176.471153846
7;8;Nord;357;127;141.704481793
8;9;Lorraine;628;114;137.737261146
9;10;Alsace;299;74;254.998327759
10;11;Franche Comté;302;80;139.046357616
11;12;Pays de la Loire;662;125;183.348187311
12;13;Bretagne;496;119;192.751008065
13;14;Poitou Charentes;358;90;148.00698324
14;15;Aquitaine;546;147;224.130952381
15;16;Midi-Pyrénées;414;78;193.714975845
16;17;limousin;92;27;162.72826087
17;18;Rhône-Alpes;1018;198;241.067779961
18;19;Auvergne;368;74;232.125
19;20;Languedoc;552;142;196.063405797
20;21;Provence Côte d'Azur;605;131;202.433884298
