;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;1470;319;33.1691020408
1;2;Champagne;334;70;32.7844311377
2;3;Picardie;379;79;34.1160949868
3;4;Haute-Normandie;384;79;32.4143229167
4;5;Centre;601;113;31.6963560732
5;6;Basse-Normandie;443;86;31.5058690745
6;7;Bourgogne;159;32;31.6037735849
7;8;Nord;506;127;36.8440513834
8;9;Lorraine;534;114;37.0972284644
9;10;Alsace;290;74;38.3517241379
10;11;Franche Comté;387;80;32.6860465116
11;12;Pays de la Loire;557;125;32.7192280072
12;13;Bretagne;521;119;32.06621881
13;14;Poitou Charentes;477;90;30.9266247379
14;15;Aquitaine;573;147;33.5305410122
15;16;Midi-Pyrénées;375;78;35.8093333333
16;17;limousin;126;27;36.7698412698
17;18;Rhône-Alpes;986;198;35.1147768763
18;19;Auvergne;391;74;40.8584910486
19;20;Languedoc;643;142;34.8374805599
20;21;Provence Côte d'Azur;619;131;33.3699515347
