;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;4;18;71.25
1;2;Champagne;2;4;45.0
2;3;Picardie;6;6;191.666666667
3;4;Haute-Normandie;0;6;
4;5;Centre;4;14;130.0
5;6;Basse-Normandie;2;4;90.0
6;7;Bourgogne;0;5;
7;8;Nord;5;9;130.6
8;9;Lorraine;0;12;
9;10;Alsace;0;4;
10;11;Franche Comté;24;23;73.125
11;12;Pays de la Loire;1;10;160.0
12;13;Bretagne;5;9;132.0
13;14;Poitou Charentes;3;14;83.3333333333
14;15;Aquitaine;1;10;90.0
15;16;Midi-Pyrénées;7;12;90.4285714286
16;17;limousin;10;2;111.0
17;18;Rhône-Alpes;20;20;118.85
18;19;Auvergne;1;7;90.0
19;20;Languedoc;5;9;136.0
20;21;Provence Côte d'Azur;1;6;90.0
