;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;903;601;138.778792913
1;2;Champagne;147;129;135.408163265
2;3;Picardie;167;148;114.730538922
3;4;Haute-Normandie;157;132;120.337579618
4;5;Centre;227;203;125.220264317
5;6;Basse-Normandie;198;136;121.717171717
6;7;Bourgogne;81;68;124.962962963
7;8;Nord;215;227;118.651162791
8;9;Lorraine;205;194;116.509756098
9;10;Alsace;163;119;132.190184049
10;11;Franche Comté;196;131;116.530612245
11;12;Pays de la Loire;248;225;120.458669355
12;13;Bretagne;313;220;108.825878594
13;14;Poitou Charentes;163;164;115.812883436
14;15;Aquitaine;282;244;113.794326241
15;16;Midi-Pyrénées;177;153;118.13559322
16;17;limousin;55;44;120.0
17;18;Rhône-Alpes;457;343;119.584245077
18;19;Auvergne;147;117;125.408163265
19;20;Languedoc;319;254;135.235109718
20;21;Provence Côte d'Azur;277;227;126.180505415
