;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;28;18;166.785714286
1;2;Champagne;1;4;50.0
2;3;Picardie;2;6;100.0
3;4;Haute-Normandie;9;6;177.777777778
4;5;Centre;19;14;83.9473684211
5;6;Basse-Normandie;1;4;100.0
6;7;Bourgogne;7;5;142.857142857
7;8;Nord;6;9;141.666666667
8;9;Lorraine;9;12;118.333333333
9;10;Alsace;8;4;156.25
10;11;Franche Comté;38;23;116.710526316
11;12;Pays de la Loire;5;10;122.0
12;13;Bretagne;8;9;100.0
13;14;Poitou Charentes;5;14;130.0
14;15;Aquitaine;12;10;126.25
15;16;Midi-Pyrénées;12;12;137.5
16;17;limousin;1;2;100.0
17;18;Rhône-Alpes;19;20;144.736842105
18;19;Auvergne;5;7;96.0
19;20;Languedoc;14;9;100.0
20;21;Provence Côte d'Azur;7;6;178.571428571
