;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;147;18;57.5204081633
1;2;Champagne;38;4;49.7368421053
2;3;Picardie;49;6;52.8163265306
3;4;Haute-Normandie;47;6;70.4255319149
4;5;Centre;150;14;71.4733333333
5;6;Basse-Normandie;43;4;48.0930232558
6;7;Bourgogne;63;5;56.5079365079
7;8;Nord;42;9;77.4761904762
8;9;Lorraine;142;12;62.0845070423
9;10;Alsace;17;4;78.6470588235
10;11;Franche Comté;205;23;59.2
11;12;Pays de la Loire;101;10;67.4356435644
12;13;Bretagne;56;9;57.8214285714
13;14;Poitou Charentes;185;14;45.8918918919
14;15;Aquitaine;90;10;58.0622222222
15;16;Midi-Pyrénées;174;12;54.9310344828
16;17;limousin;33;2;60.9090909091
17;18;Rhône-Alpes;168;20;58.7380952381
18;19;Auvergne;60;7;60.6
19;20;Languedoc;70;9;53.6857142857
20;21;Provence Côte d'Azur;58;6;78.6551724138
