;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;544;319;172.810661765
1;2;Champagne;101;70;104.415841584
2;3;Picardie;182;79;143.274725275
3;4;Haute-Normandie;128;79;152.60546875
4;5;Centre;189;113;117.928571429
5;6;Basse-Normandie;139;86;147.866906475
6;7;Bourgogne;45;32;137.688888889
7;8;Nord;228;127;183.039473684
8;9;Lorraine;212;114;141.816037736
9;10;Alsace;140;74;171.082142857
10;11;Franche Comté;126;80;148.142857143
11;12;Pays de la Loire;267;125;124.816853933
12;13;Bretagne;242;119;146.252066116
13;14;Poitou Charentes;202;90;122.613861386
14;15;Aquitaine;293;147;153.488054608
15;16;Midi-Pyrénées;137;78;161.083941606
16;17;limousin;45;27;134.644444444
17;18;Rhône-Alpes;410;198;159.140243902
18;19;Auvergne;96;74;105.682291667
19;20;Languedoc;273;142;152.32967033
20;21;Provence Côte d'Azur;252;131;160.55952381
