;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;208;319;139.713942308
1;2;Champagne;43;70;136.511627907
2;3;Picardie;62;79;162.169354839
3;4;Haute-Normandie;50;79;154.2
4;5;Centre;65;113;134.453846154
5;6;Basse-Normandie;52;86;114.298076923
6;7;Bourgogne;12;32;159.25
7;8;Nord;111;127;146.617117117
8;9;Lorraine;85;114;137.494117647
9;10;Alsace;57;74;166.842105263
10;11;Franche Comté;33;80;120.636363636
11;12;Pays de la Loire;74;125;129.128378378
12;13;Bretagne;80;119;127.4
13;14;Poitou Charentes;43;90;137.348837209
14;15;Aquitaine;53;147;150.566037736
15;16;Midi-Pyrénées;40;78;116.8
16;17;limousin;12;27;144.833333333
17;18;Rhône-Alpes;147;198;124.180272109
18;19;Auvergne;58;74;143.982758621
19;20;Languedoc;84;142;135.357142857
20;21;Provence Côte d'Azur;70;131;138.328571429
