;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;58;62;97.7931034483
1;2;Champagne;0;1;
2;3;Picardie;13;10;100.769230769
3;4;Haute-Normandie;8;4;123.75
4;5;Centre;9;4;156.555555556
5;6;Basse-Normandie;2;5;175.0
6;7;Bourgogne;3;1;85.0
7;8;Nord;3;5;166.666666667
8;9;Lorraine;2;9;95.0
9;10;Alsace;4;6;57.5
10;11;Franche Comté;0;2;
11;12;Pays de la Loire;9;12;116.444444444
12;13;Bretagne;7;7;87.1428571429
13;14;Poitou Charentes;0;3;
14;15;Aquitaine;25;11;105.96
15;16;Midi-Pyrénées;9;7;114.444444444
16;17;limousin;9;1;100.0
17;18;Rhône-Alpes;15;20;104.266666667
18;19;Auvergne;1;3;100.0
19;20;Languedoc;5;4;119.6
20;21;Provence Côte d'Azur;13;12;121.153846154
