;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;124;62;52.9758064516
1;2;Champagne;6;1;35.0
2;3;Picardie;33;10;55.9393939394
3;4;Haute-Normandie;6;4;62.5
4;5;Centre;4;4;43.75
5;6;Basse-Normandie;4;5;63.75
6;7;Bourgogne;0;1;
7;8;Nord;4;5;90.0
8;9;Lorraine;7;9;79.2857142857
9;10;Alsace;18;6;69.3055555556
10;11;Franche Comté;17;2;38.9705882353
11;12;Pays de la Loire;13;12;68.4615384615
12;13;Bretagne;13;7;49.4230769231
13;14;Poitou Charentes;1;3;200.0
14;15;Aquitaine;13;11;55.7692307692
15;16;Midi-Pyrénées;5;7;108.2
16;17;limousin;2;1;43.5
17;18;Rhône-Alpes;22;20;52.1590909091
18;19;Auvergne;5;3;65.5
19;20;Languedoc;6;4;109.166666667
20;21;Provence Côte d'Azur;6;12;45.0
