;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;155;282;101.812903226
1;2;Champagne;43;59;90.4651162791
2;3;Picardie;76;69;101.934210526
3;4;Haute-Normandie;22;53;88.0454545455
4;5;Centre;60;90;94.5666666667
5;6;Basse-Normandie;27;50;102.518518519
6;7;Bourgogne;21;36;85.8571428571
7;8;Nord;34;100;104.705882353
8;9;Lorraine;45;80;110.833333333
9;10;Alsace;27;45;97.4814814815
10;11;Franche Comté;27;51;94.6296296296
11;12;Pays de la Loire;67;100;84.0746268657
12;13;Bretagne;62;101;89.1129032258
13;14;Poitou Charentes;39;74;101.666666667
14;15;Aquitaine;64;97;104.3984375
15;16;Midi-Pyrénées;46;75;80.8260869565
16;17;limousin;14;17;107.857142857
17;18;Rhône-Alpes;73;145;97.2945205479
18;19;Auvergne;10;43;115.5
19;20;Languedoc;78;112;100.141025641
20;21;Provence Côte d'Azur;56;96;90.5535714286
