;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;163;37;16.6837423313
1;2;Champagne;27;4;30.7777777778
2;3;Picardie;20;6;20.575
3;4;Haute-Normandie;39;8;18.5512820513
4;5;Centre;69;12;15.1637681159
5;6;Basse-Normandie;46;5;20.3804347826
6;7;Bourgogne;19;2;29.3684210526
7;8;Nord;137;17;15.5416058394
8;9;Lorraine;78;13;20.3371794872
9;10;Alsace;133;19;15.7131578947
10;11;Franche Comté;52;10;16.2761538462
11;12;Pays de la Loire;154;23;19.4422077922
12;13;Bretagne;59;14;18.1016949153
13;14;Poitou Charentes;33;9;16.2727272727
14;15;Aquitaine;80;16;14.93625
15;16;Midi-Pyrénées;92;10;13.135326087
16;17;limousin;46;6;13.2630434783
17;18;Rhône-Alpes;196;31;22.4505102041
18;19;Auvergne;75;8;10.05
19;20;Languedoc;143;20;17.3695804196
20;21;Provence Côte d'Azur;54;9;16.2722222222
