;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;1204;319;198.824335548
1;2;Champagne;255;70;175.870588235
2;3;Picardie;328;79;181.068597561
3;4;Haute-Normandie;334;79;167.434131737
4;5;Centre;431;113;202.005800464
5;6;Basse-Normandie;357;86;194.509803922
6;7;Bourgogne;97;32;220.93814433
7;8;Nord;477;127;208.30293501
8;9;Lorraine;446;114;197.392376682
9;10;Alsace;249;74;195.989959839
10;11;Franche Comté;332;80;178.009036145
11;12;Pays de la Loire;581;125;185.225473322
12;13;Bretagne;446;119;195.469730942
13;14;Poitou Charentes;327;90;198.668195719
14;15;Aquitaine;551;147;203.418330309
15;16;Midi-Pyrénées;205;78;194.595121951
16;17;limousin;103;27;193.597087379
17;18;Rhône-Alpes;612;198;195.381535948
18;19;Auvergne;242;74;167.787190083
19;20;Languedoc;399;142;206.184210526
20;21;Provence Côte d'Azur;475;131;220.891578947
