;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;127;282;137.818897638
1;2;Champagne;33;59;158.060606061
2;3;Picardie;27;69;125.037037037
3;4;Haute-Normandie;23;53;146.434782609
4;5;Centre;35;90;147.428571429
5;6;Basse-Normandie;29;50;134.310344828
6;7;Bourgogne;14;36;277.785714286
7;8;Nord;27;100;126.685185185
8;9;Lorraine;28;80;152.5
9;10;Alsace;15;45;195.6
10;11;Franche Comté;11;51;69.0909090909
11;12;Pays de la Loire;56;100;140.339285714
12;13;Bretagne;61;101;151.803278689
13;14;Poitou Charentes;33;74;173.787878788
14;15;Aquitaine;77;97;156.766233766
15;16;Midi-Pyrénées;45;75;228.511111111
16;17;limousin;6;17;286.666666667
17;18;Rhône-Alpes;42;145;115.428571429
18;19;Auvergne;12;43;110.416666667
19;20;Languedoc;41;112;147.487804878
20;21;Provence Côte d'Azur;19;96;129.421052632
