;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;1484;282;161.389656334
1;2;Champagne;290;59;185.120689655
2;3;Picardie;270;69;156.32962963
3;4;Haute-Normandie;270;53;185.688888889
4;5;Centre;394;90;174.42893401
5;6;Basse-Normandie;250;50;179.223
6;7;Bourgogne;120;36;175.866666667
7;8;Nord;371;100;162.305256065
8;9;Lorraine;303;80;172.297029703
9;10;Alsace;159;45;163.528301887
10;11;Franche Comté;248;51;172.949596774
11;12;Pays de la Loire;641;100;163.702028081
12;13;Bretagne;723;101;160.727524205
13;14;Poitou Charentes;367;74;166.739782016
14;15;Aquitaine;595;97;170.202521008
15;16;Midi-Pyrénées;403;75;172.239454094
16;17;limousin;68;17;153.0
17;18;Rhône-Alpes;748;145;170.965909091
18;19;Auvergne;287;43;167.144599303
19;20;Languedoc;602;112;158.958471761
20;21;Provence Côte d'Azur;439;96;188.377220957
