;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;491;282;63.6053971487
1;2;Champagne;85;59;59.8235294118
2;3;Picardie;155;69;68.4741935484
3;4;Haute-Normandie;94;53;71.4095744681
4;5;Centre;171;90;60.4678362573
5;6;Basse-Normandie;61;50;65.1639344262
6;7;Bourgogne;73;36;72.6712328767
7;8;Nord;133;100;73.6466165414
8;9;Lorraine;150;80;68.8766666667
9;10;Alsace;83;45;70.7228915663
10;11;Franche Comté;93;51;63.6827956989
11;12;Pays de la Loire;243;100;61.5524691358
12;13;Bretagne;204;101;54.2279411765
13;14;Poitou Charentes;120;74;64.5208333333
14;15;Aquitaine;131;97;66.3358778626
15;16;Midi-Pyrénées;133;75;63.7556390977
16;17;limousin;39;17;82.6282051282
17;18;Rhône-Alpes;238;145;71.3088235294
18;19;Auvergne;54;43;72.25
19;20;Languedoc;229;112;68.0589519651
20;21;Provence Côte d'Azur;124;96;71.6733870968
