;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;143;32;117.940559441
1;2;Champagne;33;9;104.424242424
2;3;Picardie;72;14;104.861111111
3;4;Haute-Normandie;45;8;96.1111111111
4;5;Centre;95;21;113.078947368
5;6;Basse-Normandie;106;18;84.7452830189
6;7;Bourgogne;24;8;100.208333333
7;8;Nord;78;18;122.076923077
8;9;Lorraine;77;16;102.694805195
9;10;Alsace;65;17;105.415384615
10;11;Franche Comté;54;7;109.259259259
11;12;Pays de la Loire;105;20;100.247619048
12;13;Bretagne;77;19;105.422077922
13;14;Poitou Charentes;138;23;114.688405797
14;15;Aquitaine;111;23;114.234234234
15;16;Midi-Pyrénées;110;23;117.645454545
16;17;limousin;27;6;122.407407407
17;18;Rhône-Alpes;113;22;113.800884956
18;19;Auvergne;102;17;109.539215686
19;20;Languedoc;84;19;107.572619048
20;21;Provence Côte d'Azur;51;17;128.235294118
