;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;280;319;109.371428571
1;2;Champagne;48;70;122.791666667
2;3;Picardie;62;79;107.903225806
3;4;Haute-Normandie;65;79;105.846153846
4;5;Centre;141;113;108.418439716
5;6;Basse-Normandie;98;86;145.198979592
6;7;Bourgogne;39;32;114.974358974
7;8;Nord;75;127;117.4
8;9;Lorraine;97;114;112.68556701
9;10;Alsace;48;74;122.875
10;11;Franche Comté;94;80;119.132978723
11;12;Pays de la Loire;169;125;124.25443787
12;13;Bretagne;123;119;104.016260163
13;14;Poitou Charentes;98;90;102.933673469
14;15;Aquitaine;115;147;127.039130435
15;16;Midi-Pyrénées;75;78;118.493333333
16;17;limousin;33;27;173.333333333
17;18;Rhône-Alpes;192;198;104.046875
18;19;Auvergne;103;74;119.941747573
19;20;Languedoc;144;142;110.902777778
20;21;Provence Côte d'Azur;94;131;129.319148936
