;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;1390;282;225.321223022
1;2;Champagne;371;59;182.677897574
2;3;Picardie;432;69;269.634259259
3;4;Haute-Normandie;327;53;207.574923547
4;5;Centre;666;90;184.826576577
5;6;Basse-Normandie;417;50;214.299760192
6;7;Bourgogne;166;36;233.228915663
7;8;Nord;468;100;253.196581197
8;9;Lorraine;678;80;254.058259587
9;10;Alsace;280;45;175.482142857
10;11;Franche Comté;344;51;208.334302326
11;12;Pays de la Loire;550;100;189.798181818
12;13;Bretagne;746;101;217.673592493
13;14;Poitou Charentes;426;74;177.478873239
14;15;Aquitaine;659;97;189.7784522
15;16;Midi-Pyrénées;477;75;182.451781971
16;17;limousin;107;17;179.228971963
17;18;Rhône-Alpes;828;145;198.068961353
18;19;Auvergne;254;43;210.511811024
19;20;Languedoc;741;112;186.243589744
20;21;Provence Côte d'Azur;586;96;181.081911263
