;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;1751;319;16.8642490006
1;2;Champagne;433;70;18.2158198614
2;3;Picardie;499;79;15.993987976
3;4;Haute-Normandie;553;79;15.0110307414
4;5;Centre;838;113;13.6261933174
5;6;Basse-Normandie;628;86;13.7510350318
6;7;Bourgogne;185;32;12.8081081081
7;8;Nord;697;127;15.8991104735
8;9;Lorraine;734;114;18.8133242507
9;10;Alsace;540;74;17.5006481481
10;11;Franche Comté;504;80;18.1901388889
11;12;Pays de la Loire;732;125;17.8010245902
12;13;Bretagne;705;119;17.1620992908
13;14;Poitou Charentes;450;90;18.2755555556
14;15;Aquitaine;858;147;15.5162587413
15;16;Midi-Pyrénées;476;78;15.2929201681
16;17;limousin;150;27;18.052
17;18;Rhône-Alpes;1376;198;16.4416715116
18;19;Auvergne;473;74;15.0091966173
19;20;Languedoc;948;142;17.6120886076
20;21;Provence Côte d'Azur;1007;131;14.4478053625
