;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;1350;282;11.0783333333
1;2;Champagne;253;59;11.8282608696
2;3;Picardie;304;69;10.7434210526
3;4;Haute-Normandie;195;53;10.3615384615
4;5;Centre;387;90;10.3359173127
5;6;Basse-Normandie;196;50;10.9528061224
6;7;Bourgogne;151;36;11.5960264901
7;8;Nord;305;100;11.2491803279
8;9;Lorraine;324;80;11.4760802469
9;10;Alsace;276;45;11.2518115942
10;11;Franche Comté;301;51;11.8122923588
11;12;Pays de la Loire;550;100;10.4918181818
12;13;Bretagne;343;101;10.583090379
13;14;Poitou Charentes;314;74;11.6671974522
14;15;Aquitaine;600;97;11.0791666667
15;16;Midi-Pyrénées;549;75;11.2067395264
16;17;limousin;124;17;10.2016129032
17;18;Rhône-Alpes;711;145;11.2362869198
18;19;Auvergne;183;43;11.5846994536
19;20;Languedoc;810;112;11.8787037037
20;21;Provence Côte d'Azur;724;96;11.4930939227
