;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;4346;601;13.5903934653
1;2;Champagne;905;129;14.6326187845
2;3;Picardie;1116;148;13.8192921147
3;4;Haute-Normandie;972;132;11.3312757202
4;5;Centre;1540;203;12.8047142857
5;6;Basse-Normandie;1104;136;12.737798913
6;7;Bourgogne;489;68;14.7926993865
7;8;Nord;1479;227;13.6685936444
8;9;Lorraine;1570;194;16.3573248408
9;10;Alsace;740;119;15.0691216216
10;11;Franche Comté;984;131;13.1810264228
11;12;Pays de la Loire;1800;225;12.5316333333
12;13;Bretagne;1702;220;14.3690070505
13;14;Poitou Charentes;1284;164;14.2977024922
14;15;Aquitaine;1927;244;14.3283549559
15;16;Midi-Pyrénées;1169;153;15.0504704876
16;17;limousin;307;44;12.9421824104
17;18;Rhône-Alpes;2912;343;14.147081044
18;19;Auvergne;928;117;12.666487069
19;20;Languedoc;2048;254;11.6905273437
20;21;Provence Côte d'Azur;1904;227;13.5282668067
