;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;29;319;110.689655172
1;2;Champagne;9;70;93.3333333333
2;3;Picardie;17;79;74.4117647059
3;4;Haute-Normandie;18;79;95.8333333333
4;5;Centre;19;113;99.4736842105
5;6;Basse-Normandie;15;86;77.8
6;7;Bourgogne;2;32;130.0
7;8;Nord;18;127;78.0555555556
8;9;Lorraine;21;114;112.142857143
9;10;Alsace;1;74;80.0
10;11;Franche Comté;10;80;76.5
11;12;Pays de la Loire;21;125;92.1428571429
12;13;Bretagne;12;119;71.25
13;14;Poitou Charentes;20;90;90.0
14;15;Aquitaine;29;147;85.0
15;16;Midi-Pyrénées;16;78;78.125
16;17;limousin;5;27;66.0
17;18;Rhône-Alpes;24;198;93.3333333333
18;19;Auvergne;12;74;76.25
19;20;Languedoc;22;142;83.7727272727
20;21;Provence Côte d'Azur;15;131;91.5
