;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;73;26;223.287671233
1;2;Champagne;33;4;207.575757576
2;3;Picardie;22;5;145.181818182
3;4;Haute-Normandie;34;8;185.882352941
4;5;Centre;26;3;202.230769231
5;6;Basse-Normandie;37;5;146.891891892
6;7;Bourgogne;1;3;120.0
7;8;Nord;27;5;210.740740741
8;9;Lorraine;4;5;230.0
9;10;Alsace;12;4;214.166666667
10;11;Franche Comté;5;1;228.0
11;12;Pays de la Loire;11;6;301.818181818
12;13;Bretagne;41;8;190.975609756
13;14;Poitou Charentes;21;2;201.904761905
14;15;Aquitaine;59;8;252.745762712
15;16;Midi-Pyrénées;5;3;244.0
16;17;limousin;0;1;
17;18;Rhône-Alpes;61;17;215.327868852
18;19;Auvergne;4;1;175.0
19;20;Languedoc;41;8;198.536585366
20;21;Provence Côte d'Azur;41;10;182.43902439
