;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;12;29;155.0
1;2;Champagne;1;6;100.0
2;3;Picardie;2;11;100.0
3;4;Haute-Normandie;12;12;187.5
4;5;Centre;8;13;145.0
5;6;Basse-Normandie;3;8;116.666666667
6;7;Bourgogne;8;7;90.0
7;8;Nord;3;14;100.0
8;9;Lorraine;5;20;120.0
9;10;Alsace;2;9;225.0
10;11;Franche Comté;2;3;65.0
11;12;Pays de la Loire;6;15;116.666666667
12;13;Bretagne;11;17;160.909090909
13;14;Poitou Charentes;6;13;175.0
14;15;Aquitaine;9;27;183.333333333
15;16;Midi-Pyrénées;9;14;194.444444444
16;17;limousin;0;2;
17;18;Rhône-Alpes;11;22;140.909090909
18;19;Auvergne;3;7;116.666666667
19;20;Languedoc;6;18;158.333333333
20;21;Provence Côte d'Azur;4;15;100.0
