;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;775;282;225.44
1;2;Champagne;270;59;223.111111111
2;3;Picardie;343;69;204.655976676
3;4;Haute-Normandie;201;53;212.139303483
4;5;Centre;359;90;208.066852368
5;6;Basse-Normandie;211;50;216.706161137
6;7;Bourgogne;148;36;260.810810811
7;8;Nord;388;100;229.610824742
8;9;Lorraine;312;80;252.908653846
9;10;Alsace;264;45;259.166666667
10;11;Franche Comté;193;51;201.031088083
11;12;Pays de la Loire;403;100;204.950372208
12;13;Bretagne;541;101;229.744916821
13;14;Poitou Charentes;341;74;215.234604106
14;15;Aquitaine;512;97;214.416992188
15;16;Midi-Pyrénées;309;75;193.087378641
16;17;limousin;70;17;270.1
17;18;Rhône-Alpes;534;145;218.131460674
18;19;Auvergne;180;43;197.338888889
19;20;Languedoc;541;112;228.497227357
20;21;Provence Côte d'Azur;361;96;242.132963989
