;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;1;15;75.0
1;2;Champagne;2;3;45.0
2;3;Picardie;0;10;
3;4;Haute-Normandie;1;8;80.0
4;5;Centre;0;5;
5;6;Basse-Normandie;0;3;
6;7;Bourgogne;0;3;
7;8;Nord;2;11;65.0
8;9;Lorraine;1;9;240.0
9;10;Alsace;0;3;
10;11;Franche Comté;0;1;
11;12;Pays de la Loire;1;10;80.0
12;13;Bretagne;0;8;
13;14;Poitou Charentes;1;4;105.0
14;15;Aquitaine;4;14;107.5
15;16;Midi-Pyrénées;2;9;25.0
16;17;limousin;0;2;
17;18;Rhône-Alpes;2;16;102.5
18;19;Auvergne;0;3;
19;20;Languedoc;3;9;111.666666667
20;21;Provence Côte d'Azur;1;8;12.5
