;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;61;77;81.393442623
1;2;Champagne;6;5;69.1666666667
2;3;Picardie;4;12;103.75
3;4;Haute-Normandie;18;21;78.5
4;5;Centre;14;13;94.6428571429
5;6;Basse-Normandie;9;11;84.2222222222
6;7;Bourgogne;5;6;78.0
7;8;Nord;3;11;72.9166666667
8;9;Lorraine;13;15;108.846153846
9;10;Alsace;4;5;120.0
10;11;Franche Comté;0;4;
11;12;Pays de la Loire;18;28;72.5555555556
12;13;Bretagne;30;32;80.1
13;14;Poitou Charentes;11;8;66.5909090909
14;15;Aquitaine;17;25;99.4117647059
15;16;Midi-Pyrénées;16;19;83.4375
16;17;limousin;1;3;120.0
17;18;Rhône-Alpes;31;43;90.1612903226
18;19;Auvergne;8;9;62.875
19;20;Languedoc;28;25;97.0357142857
20;21;Provence Côte d'Azur;21;24;73.380952381
