;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;0;17;
1;2;Champagne;0;6;
2;3;Picardie;3;5;100.0
3;4;Haute-Normandie;2;3;80.0
4;5;Centre;0;13;
5;6;Basse-Normandie;1;2;130.0
6;7;Bourgogne;0;2;
7;8;Nord;0;7;
8;9;Lorraine;1;10;40.0
9;10;Alsace;0;5;
10;11;Franche Comté;2;6;115.0
11;12;Pays de la Loire;4;7;71.25
12;13;Bretagne;0;8;
13;14;Poitou Charentes;4;10;97.5
14;15;Aquitaine;3;17;103.333333333
15;16;Midi-Pyrénées;4;11;88.75
16;17;limousin;1;3;80.0
17;18;Rhône-Alpes;1;18;120.0
18;19;Auvergne;0;9;
19;20;Languedoc;2;14;80.0
20;21;Provence Côte d'Azur;3;10;118.333333333
