;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;2636;319;54.8272003035
1;2;Champagne;608;70;50.6595394737
2;3;Picardie;665;79;50.3894736842
3;4;Haute-Normandie;703;79;54.0810810811
4;5;Centre;1087;113;56.1490340386
5;6;Basse-Normandie;862;86;51.1447215777
6;7;Bourgogne;329;32;44.2051671733
7;8;Nord;836;127;68.4186602871
8;9;Lorraine;1033;114;47.188286544
9;10;Alsace;512;74;58.111328125
10;11;Franche Comté;769;80;50.9475942783
11;12;Pays de la Loire;1176;125;54.7532312925
12;13;Bretagne;1057;119;58.4694039735
13;14;Poitou Charentes;1024;90;49.1635742188
14;15;Aquitaine;1442;147;52.5643203883
15;16;Midi-Pyrénées;806;78;47.0779156328
16;17;limousin;298;27;51.182885906
17;18;Rhône-Alpes;1848;198;49.205465368
18;19;Auvergne;793;74;50.4240226986
19;20;Languedoc;1214;142;54.1256177924
20;21;Provence Côte d'Azur;1209;131;52.9325889165
