;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;16;19;60.9375
1;2;Champagne;4;8;60.0
2;3;Picardie;2;7;30.0
3;4;Haute-Normandie;0;2;
4;5;Centre;3;7;60.0
5;6;Basse-Normandie;3;7;50.0
6;7;Bourgogne;0;3;
7;8;Nord;7;10;43.2857142857
8;9;Lorraine;13;8;48.4615384615
9;10;Alsace;4;3;60.0
10;11;Franche Comté;0;1;
11;12;Pays de la Loire;5;9;40.0
12;13;Bretagne;20;15;59.875
13;14;Poitou Charentes;18;8;39.1666666667
14;15;Aquitaine;0;4;
15;16;Midi-Pyrénées;11;8;51.8181818182
16;17;limousin;0;3;
17;18;Rhône-Alpes;19;11;71.5789473684
18;19;Auvergne;13;4;39.0769230769
19;20;Languedoc;16;6;39.375
20;21;Provence Côte d'Azur;4;7;50.0
