;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;12;13;77.0833333333
1;2;Champagne;2;2;90.0
2;3;Picardie;10;2;17.5
3;4;Haute-Normandie;1;2;60.0
4;5;Centre;13;6;30.0
5;6;Basse-Normandie;6;2;48.3333333333
6;7;Bourgogne;2;3;55.0
7;8;Nord;10;5;47.5
8;9;Lorraine;5;8;69.0
9;10;Alsace;5;2;62.0
10;11;Franche Comté;33;15;43.4090909091
11;12;Pays de la Loire;1;5;50.0
12;13;Bretagne;7;6;75.7142857143
13;14;Poitou Charentes;10;9;27.0
14;15;Aquitaine;0;7;
15;16;Midi-Pyrénées;8;5;47.5
16;17;limousin;7;1;62.8571428571
17;18;Rhône-Alpes;14;12;57.5
18;19;Auvergne;2;4;75.0
19;20;Languedoc;12;5;52.9166666667
20;21;Provence Côte d'Azur;3;3;41.6666666667
