;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;90;62;149.638888889
1;2;Champagne;3;1;133.333333333
2;3;Picardie;15;10;190.0
3;4;Haute-Normandie;6;4;125.0
4;5;Centre;7;4;152.857142857
5;6;Basse-Normandie;7;5;135.714285714
6;7;Bourgogne;1;1;150.0
7;8;Nord;5;5;160.0
8;9;Lorraine;16;9;141.875
9;10;Alsace;9;6;161.111111111
10;11;Franche Comté;0;2;
11;12;Pays de la Loire;20;12;171.5
12;13;Bretagne;12;7;104.166666667
13;14;Poitou Charentes;3;3;166.666666667
14;15;Aquitaine;11;11;177.272727273
15;16;Midi-Pyrénées;9;7;223.333333333
16;17;limousin;2;1;200.0
17;18;Rhône-Alpes;29;20;133.448275862
18;19;Auvergne;6;3;141.666666667
19;20;Languedoc;8;4;168.75
20;21;Provence Côte d'Azur;17;12;134.117647059
