;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;24;8;118.333333333
1;2;Champagne;18;6;103.611111111
2;3;Picardie;4;2;130.0
3;4;Haute-Normandie;8;4;153.75
4;5;Centre;9;6;168.888888889
5;6;Basse-Normandie;11;4;73.6363636364
6;7;Bourgogne;5;2;152.0
7;8;Nord;39;15;138.846153846
8;9;Lorraine;9;5;133.888888889
9;10;Alsace;9;4;156.111111111
10;11;Franche Comté;0;1;
11;12;Pays de la Loire;8;2;131.25
12;13;Bretagne;1;1;130.0
13;14;Poitou Charentes;5;3;107.0
14;15;Aquitaine;0;1;
15;16;Midi-Pyrénées;2;2;60.0
16;17;limousin;11;4;120.227272727
17;18;Rhône-Alpes;10;5;142.5
18;19;Auvergne;2;1;105.0
19;20;Languedoc;5;3;118.0
20;21;Provence Côte d'Azur;12;4;158.75
