;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;145;282;37.6431034483
1;2;Champagne;33;59;38.4545454545
2;3;Picardie;35;69;52.0285714286
3;4;Haute-Normandie;13;53;32.7692307692
4;5;Centre;50;90;39.88
5;6;Basse-Normandie;34;50;50.0882352941
6;7;Bourgogne;17;36;45.4705882353
7;8;Nord;23;100;61.4782608696
8;9;Lorraine;48;80;41.9375
9;10;Alsace;19;45;31.5
10;11;Franche Comté;15;51;37.5333333333
11;12;Pays de la Loire;86;100;32.3372093023
12;13;Bretagne;64;101;26.8828125
13;14;Poitou Charentes;31;74;33.5887096774
14;15;Aquitaine;46;97;37.5869565217
15;16;Midi-Pyrénées;42;75;42.130952381
16;17;limousin;17;17;41.7647058824
17;18;Rhône-Alpes;69;145;44.6666666667
18;19;Auvergne;23;43;37.7826086957
19;20;Languedoc;81;112;34.8320987654
20;21;Provence Côte d'Azur;44;96;32.3863636364
