;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;8;19;98.125
1;2;Champagne;8;8;36.375
2;3;Picardie;2;7;55.0
3;4;Haute-Normandie;0;2;
4;5;Centre;1;7;20.0
5;6;Basse-Normandie;10;7;65.0
6;7;Bourgogne;0;3;
7;8;Nord;3;10;31.3333333333
8;9;Lorraine;1;8;60.0
9;10;Alsace;2;3;60.0
10;11;Franche Comté;0;1;
11;12;Pays de la Loire;7;9;32.5714285714
12;13;Bretagne;9;15;25.1111111111
13;14;Poitou Charentes;0;8;
14;15;Aquitaine;2;4;50.0
15;16;Midi-Pyrénées;6;8;45.8333333333
16;17;limousin;2;3;10.0
17;18;Rhône-Alpes;1;11;25.0
18;19;Auvergne;1;4;13.0
19;20;Languedoc;5;6;50.0
20;21;Provence Côte d'Azur;1;7;60.0
