;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;131;282;155.916030534
1;2;Champagne;20;59;168.75
2;3;Picardie;19;69;182.631578947
3;4;Haute-Normandie;24;53;207.083333333
4;5;Centre;39;90;154.358974359
5;6;Basse-Normandie;20;50;166.5
6;7;Bourgogne;14;36;173.214285714
7;8;Nord;30;100;176.366666667
8;9;Lorraine;19;80;130.526315789
9;10;Alsace;10;45;185.8
10;11;Franche Comté;16;51;164.375
11;12;Pays de la Loire;60;100;144.583333333
12;13;Bretagne;43;101;154.302325581
13;14;Poitou Charentes;57;74;199.035087719
14;15;Aquitaine;40;97;153.5
15;16;Midi-Pyrénées;43;75;188.372093023
16;17;limousin;12;17;183.75
17;18;Rhône-Alpes;43;145;146.279069767
18;19;Auvergne;20;43;197.5
19;20;Languedoc;54;112;173.703703704
20;21;Provence Côte d'Azur;40;96;171.25
