;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;923;601;135.803770314
1;2;Champagne;202;129;138.307425743
2;3;Picardie;220;148;132.532727273
3;4;Haute-Normandie;201;132;112.391293532
4;5;Centre;291;203;138.646907216
5;6;Basse-Normandie;207;136;122.400483092
6;7;Bourgogne;107;68;124.000934579
7;8;Nord;270;227;136.178888889
8;9;Lorraine;257;194;137.612256809
9;10;Alsace;177;119;144.08559322
10;11;Franche Comté;204;131;128.119362745
11;12;Pays de la Loire;336;225;120.887202381
12;13;Bretagne;351;220;117.754843305
13;14;Poitou Charentes;302;164;132.760761589
14;15;Aquitaine;435;244;139.451264368
15;16;Midi-Pyrénées;308;153;131.776623377
16;17;limousin;73;44;128.914383562
17;18;Rhône-Alpes;493;343;129.776267748
18;19;Auvergne;173;117;124.767919075
19;20;Languedoc;374;254;136.892914439
20;21;Provence Côte d'Azur;344;227;143.698255814
