;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;1;5;200.0
1;2;Champagne;0;2;
2;3;Picardie;3;4;133.333333333
3;4;Haute-Normandie;2;4;285.0
4;5;Centre;3;8;50.0
5;6;Basse-Normandie;0;2;
6;7;Bourgogne;0;2;
7;8;Nord;0;4;
8;9;Lorraine;1;4;200.0
9;10;Alsace;0;2;
10;11;Franche Comté;2;8;200.0
11;12;Pays de la Loire;7;5;185.714285714
12;13;Bretagne;0;3;
13;14;Poitou Charentes;3;5;316.666666667
14;15;Aquitaine;1;3;200.0
15;16;Midi-Pyrénées;5;7;98.0
16;17;limousin;1;1;200.0
17;18;Rhône-Alpes;2;8;50.0
18;19;Auvergne;2;3;225.0
19;20;Languedoc;0;4;
20;21;Provence Côte d'Azur;3;3;166.666666667
