;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;599;282;10.7178631052
1;2;Champagne;151;59;10.5165562914
2;3;Picardie;190;69;11.6915789474
3;4;Haute-Normandie;92;53;10.0
4;5;Centre;207;90;10.2512077295
5;6;Basse-Normandie;168;50;11.3571428571
6;7;Bourgogne;60;36;9.68333333333
7;8;Nord;389;100;10.9807197943
8;9;Lorraine;253;80;10.7707509881
9;10;Alsace;59;45;10.6271186441
10;11;Franche Comté;93;51;10.0086021505
11;12;Pays de la Loire;270;100;9.97407407407
12;13;Bretagne;205;101;11.0817073171
13;14;Poitou Charentes;202;74;9.62871287129
14;15;Aquitaine;147;97;10.2244897959
15;16;Midi-Pyrénées;137;75;10.5912408759
16;17;limousin;33;17;11.2727272727
17;18;Rhône-Alpes;238;145;10.6386554622
18;19;Auvergne;62;43;11.7419354839
19;20;Languedoc;173;112;11.2369942197
20;21;Provence Côte d'Azur;137;96;13.8576642336
