;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;1350;282;116.637555556
1;2;Champagne;270;59;125.792592593
2;3;Picardie;244;69;115.18852459
3;4;Haute-Normandie;310;53;105.817741935
4;5;Centre;347;90;118.010086455
5;6;Basse-Normandie;216;50;104.710648148
6;7;Bourgogne;145;36;122.186206897
7;8;Nord;425;100;111.357411765
8;9;Lorraine;364;80;109.052197802
9;10;Alsace;137;45;103.010948905
10;11;Franche Comté;209;51;101.803827751
11;12;Pays de la Loire;425;100;110.476470588
12;13;Bretagne;415;101;125.724096386
13;14;Poitou Charentes;304;74;115.555921053
14;15;Aquitaine;399;97;119.067669173
15;16;Midi-Pyrénées;420;75;126.247619048
16;17;limousin;83;17;102.090361446
17;18;Rhône-Alpes;695;145;112.216978417
18;19;Auvergne;184;43;111.85326087
19;20;Languedoc;474;112;105.79978903
20;21;Provence Côte d'Azur;355;96;119.426760563
