;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;609;282;27.6072249589
1;2;Champagne;100;59;29.405
2;3;Picardie;159;69;37.4685534591
3;4;Haute-Normandie;118;53;26.7118644068
4;5;Centre;163;90;32.4141104294
5;6;Basse-Normandie;70;50;33.4
6;7;Bourgogne;63;36;24.9841269841
7;8;Nord;257;100;38.1361867704
8;9;Lorraine;185;80;26.1135135135
9;10;Alsace;80;45;39.23125
10;11;Franche Comté;88;51;22.7272727273
11;12;Pays de la Loire;239;100;25.5648535565
12;13;Bretagne;235;101;25.9340425532
13;14;Poitou Charentes;117;74;36.1794871795
14;15;Aquitaine;153;97;27.6078431373
15;16;Midi-Pyrénées;158;75;26.996835443
16;17;limousin;20;17;36.2
17;18;Rhône-Alpes;283;145;28.9717314488
18;19;Auvergne;62;43;27.1612903226
19;20;Languedoc;154;112;29.7922077922
20;21;Provence Côte d'Azur;114;96;27.6201754386
