;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;6;6;18.0
1;2;Champagne;0;4;
2;3;Picardie;0;2;
3;4;Haute-Normandie;0;1;
4;5;Centre;3;9;45.6666666667
5;6;Basse-Normandie;0;1;
6;7;Bourgogne;2;2;75.0
7;8;Nord;0;6;
8;9;Lorraine;2;7;15.0
9;10;Alsace;0;2;
10;11;Franche Comté;1;4;15.0
11;12;Pays de la Loire;0;7;
12;13;Bretagne;16;7;30.0625
13;14;Poitou Charentes;1;4;10.0
14;15;Aquitaine;2;14;55.0
15;16;Midi-Pyrénées;1;6;75.0
16;17;limousin;0;2;
17;18;Rhône-Alpes;0;8;
18;19;Auvergne;0;6;
19;20;Languedoc;2;10;35.0
20;21;Provence Côte d'Azur;3;6;6.66666666667
