;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;257;319;160.898832685
1;2;Champagne;62;70;138.0
2;3;Picardie;65;79;129.661538462
3;4;Haute-Normandie;64;79;110.703125
4;5;Centre;123;113;130.991869919
5;6;Basse-Normandie;73;86;135.068493151
6;7;Bourgogne;29;32;125.103448276
7;8;Nord;96;127;146.549479167
8;9;Lorraine;104;114;151.192307692
9;10;Alsace;81;74;206.518518519
10;11;Franche Comté;57;80;111.368421053
11;12;Pays de la Loire;112;125;120.303571429
12;13;Bretagne;101;119;156.217821782
13;14;Poitou Charentes;80;90;113.8125
14;15;Aquitaine;139;147;127.669064748
15;16;Midi-Pyrénées;63;78;127.896825397
16;17;limousin;29;27;107.344827586
17;18;Rhône-Alpes;195;198;127.397435897
18;19;Auvergne;78;74;133.794871795
19;20;Languedoc;157;142;134.840764331
20;21;Provence Côte d'Azur;126;131;128.492063492
