;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;3;15;41.6666666667
1;2;Champagne;3;3;105.0
2;3;Picardie;1;10;70.0
3;4;Haute-Normandie;4;8;72.5
4;5;Centre;4;5;76.25
5;6;Basse-Normandie;2;3;45.0
6;7;Bourgogne;3;3;153.333333333
7;8;Nord;10;11;91.0
8;9;Lorraine;6;9;88.0
9;10;Alsace;1;3;45.0
10;11;Franche Comté;0;1;
11;12;Pays de la Loire;4;10;70.0
12;13;Bretagne;6;8;92.5
13;14;Poitou Charentes;2;4;105.0
14;15;Aquitaine;9;14;95.0
15;16;Midi-Pyrénées;7;9;65.7142857143
16;17;limousin;1;2;90.0
17;18;Rhône-Alpes;7;16;77.1428571429
18;19;Auvergne;0;3;
19;20;Languedoc;4;9;112.5
20;21;Provence Côte d'Azur;3;8;98.3333333333
