;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;3004;601;11.1905792277
1;2;Champagne;498;129;11.6381526104
2;3;Picardie;619;148;11.8715670436
3;4;Haute-Normandie;536;132;10.3481343284
4;5;Centre;796;203;11.089798995
5;6;Basse-Normandie;556;136;10.7931654676
6;7;Bourgogne;280;68;11.4803571429
7;8;Nord;699;227;10.2864806867
8;9;Lorraine;808;194;11.5584777228
9;10;Alsace;608;119;11.0526315789
10;11;Franche Comté;715;131;11.3979020979
11;12;Pays de la Loire;1031;225;10.2546071775
12;13;Bretagne;928;220;10.3520474138
13;14;Poitou Charentes;839;164;11.0110250298
14;15;Aquitaine;1681;244;11.2442593694
15;16;Midi-Pyrénées;1243;153;10.9949718423
16;17;limousin;276;44;10.9891304348
17;18;Rhône-Alpes;1872;343;10.9230769231
18;19;Auvergne;507;117;11.5317554241
19;20;Languedoc;1800;254;11.7036111111
20;21;Provence Côte d'Azur;1583;227;11.1176563487
