;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;1891;319;150.914674775
1;2;Champagne;423;70;158.105200946
2;3;Picardie;402;79;154.862810945
3;4;Haute-Normandie;437;79;150.073226545
4;5;Centre;656;113;145.60632622
5;6;Basse-Normandie;541;86;158.914048059
6;7;Bourgogne;176;32;125.471590909
7;8;Nord;531;127;158.956685499
8;9;Lorraine;605;114;160.488429752
9;10;Alsace;320;74;163.434375
10;11;Franche Comté;483;80;141.511387164
11;12;Pays de la Loire;755;125;160.237748344
12;13;Bretagne;864;119;151.004050926
13;14;Poitou Charentes;598;90;154.689799331
14;15;Aquitaine;841;147;174.117717004
15;16;Midi-Pyrénées;500;78;150.52
16;17;limousin;152;27;156.779605263
17;18;Rhône-Alpes;1177;198;155.457731521
18;19;Auvergne;526;74;163.911596958
19;20;Languedoc;850;142;158.675882353
20;21;Provence Côte d'Azur;883;131;161.427519819
