;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;22;11;162.818181818
1;2;Champagne;0;2;
2;3;Picardie;40;4;196.0
3;4;Haute-Normandie;8;5;284.25
4;5;Centre;21;6;190.0
5;6;Basse-Normandie;25;2;300.0
6;7;Bourgogne;9;2;224.444444444
7;8;Nord;14;7;435.714285714
8;9;Lorraine;57;6;256.210526316
9;10;Alsace;32;6;291.0
10;11;Franche Comté;27;4;105.62962963
11;12;Pays de la Loire;47;10;241.776595745
12;13;Bretagne;6;7;388.333333333
13;14;Poitou Charentes;21;5;194.857142857
14;15;Aquitaine;55;10;181.381818182
15;16;Midi-Pyrénées;14;4;221.428571429
16;17;limousin;7;2;120.0
17;18;Rhône-Alpes;69;15;240.0
18;19;Auvergne;13;1;237.692307692
19;20;Languedoc;42;13;197.94047619
20;21;Provence Côte d'Azur;16;4;376.25
