;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;635;282;218.619685039
1;2;Champagne;166;59;225.921686747
2;3;Picardie;156;69;189.25
3;4;Haute-Normandie;118;53;206.338983051
4;5;Centre;237;90;235.356540084
5;6;Basse-Normandie;105;50;218.114285714
6;7;Bourgogne;100;36;223.25
7;8;Nord;234;100;219.912393162
8;9;Lorraine;201;80;231.067164179
9;10;Alsace;114;45;256.495614035
10;11;Franche Comté;127;51;197.842519685
11;12;Pays de la Loire;266;100;184.008458647
12;13;Bretagne;258;101;194.664728682
13;14;Poitou Charentes;162;74;187.689814815
14;15;Aquitaine;246;97;208.390243902
15;16;Midi-Pyrénées;170;75;193.970588235
16;17;limousin;45;17;215.244444444
17;18;Rhône-Alpes;394;145;214.497461929
18;19;Auvergne;136;43;243.599264706
19;20;Languedoc;274;112;214.056569343
20;21;Provence Côte d'Azur;246;96;224.073170732
