;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;387;319;314.467700258
1;2;Champagne;105;70;337.380952381
2;3;Picardie;89;79;317.696629213
3;4;Haute-Normandie;70;79;308.542857143
4;5;Centre;206;113;316.995145631
5;6;Basse-Normandie;153;86;331.725490196
6;7;Bourgogne;57;32;286.842105263
7;8;Nord;194;127;322.912371134
8;9;Lorraine;203;114;318.9408867
9;10;Alsace;101;74;313.059405941
10;11;Franche Comté;116;80;317.323275862
11;12;Pays de la Loire;223;125;340.627802691
12;13;Bretagne;252;119;312.581349206
13;14;Poitou Charentes;282;90;328.953900709
14;15;Aquitaine;307;147;305.136807818
15;16;Midi-Pyrénées;223;78;300.762331839
16;17;limousin;37;27;342.216216216
17;18;Rhône-Alpes;249;198;327.34939759
18;19;Auvergne;118;74;331.86440678
19;20;Languedoc;228;142;318.570175439
20;21;Provence Côte d'Azur;189;131;328.084656085
