;reg_code;reg_name;entries_num;indiv_num;mean_qte_brute
0;1;Région Parisienne;859;282;136.405122235
1;2;Champagne;169;59;130.893491124
2;3;Picardie;209;69;129.684210526
3;4;Haute-Normandie;150;53;144.806666667
4;5;Centre;269;90;137.260223048
5;6;Basse-Normandie;174;50;149.939655172
6;7;Bourgogne;89;36;142.820224719
7;8;Nord;291;100;132.615120275
8;9;Lorraine;207;80;129.391304348
9;10;Alsace;124;45;142.419354839
10;11;Franche Comté;133;51;144.406015038
11;12;Pays de la Loire;271;100;126.546125461
12;13;Bretagne;297;101;124.267676768
13;14;Poitou Charentes;217;74;125.126728111
14;15;Aquitaine;274;97;130.77919708
15;16;Midi-Pyrénées;223;75;145.237668161
16;17;limousin;56;17;135.946428571
17;18;Rhône-Alpes;404;145;135.080445545
18;19;Auvergne;144;43;126.631944444
19;20;Languedoc;337;112;139.400593472
20;21;Provence Côte d'Azur;259;96;143.718146718
